value	description	codesystem	code	iri
SureSelectXT2 Custom0.5-2.9Mb,480,Aut,RO by Agilent Technologies	SureSelectXT2 Custom0.5-2.9Mb,480,Aut,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT129	https://fair-genomes.org/KIT129
SureSelectXT2 Custom0.5-2.9Mb,96,Auto,RO by Agilent Technologies	SureSelectXT2 Custom0.5-2.9Mb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT130	https://fair-genomes.org/KIT130
SureSelectXT2 Custom3-5.9Mb, 96, Aut, RO by Agilent Technologies	SureSelectXT2 Custom3-5.9Mb, 96, Aut, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT131	https://fair-genomes.org/KIT131
SureSelectXT2 Custom6-11.9Mb,480,Auto,RO by Agilent Technologies	SureSelectXT2 Custom6-11.9Mb,480,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT132	https://fair-genomes.org/KIT132
SureSelectXT2 DNA Kinome, 16 samples. Ad by Agilent Technologies	SureSelectXT2 DNA Kinome, 16 samples. Ad by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT133	https://fair-genomes.org/KIT133
SureSelectXT2 DNA Kinome, 480 samples wi by Agilent Technologies	SureSelectXT2 DNA Kinome, 480 samples wi by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT134	https://fair-genomes.org/KIT134
SureSelectXT2 DNA Kinome, 480 samples. A by Agilent Technologies	SureSelectXT2 DNA Kinome, 480 samples. A by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT135	https://fair-genomes.org/KIT135
SureSelectXT2 DNA Kinome, 96 samples wit by Agilent Technologies	SureSelectXT2 DNA Kinome, 96 samples wit by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT136	https://fair-genomes.org/KIT136
SureSelectXT2 DNA Kinome, 96 samples. Ad by Agilent Technologies	SureSelectXT2 DNA Kinome, 96 samples. Ad by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT137	https://fair-genomes.org/KIT137
SureSelectXT2 Human All Exon V4+UTRs, 16 by Agilent Technologies	SureSelectXT2 Human All Exon V4+UTRs, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT138	https://fair-genomes.org/KIT138
SureSelectXT2 Human All Exon V4+UTRs, 48 by Agilent Technologies	SureSelectXT2 Human All Exon V4+UTRs, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT139	https://fair-genomes.org/KIT139
SureSelectXT2 Human All Exon V4+UTRs, 96 by Agilent Technologies	SureSelectXT2 Human All Exon V4+UTRs, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT140	https://fair-genomes.org/KIT140
SureSelectXT2 Human All Exon V4, 16 samp by Agilent Technologies	SureSelectXT2 Human All Exon V4, 16 samp by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT141	https://fair-genomes.org/KIT141
SureSelectXT2 Human All Exon V4, 480 sam by Agilent Technologies	SureSelectXT2 Human All Exon V4, 480 sam by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT142	https://fair-genomes.org/KIT142
SureSelectXT2 Human All Exon V4, 96 samp by Agilent Technologies	SureSelectXT2 Human All Exon V4, 96 samp by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT143	https://fair-genomes.org/KIT143
SureSelectXT2 HumanAllExon V5+UTRs, 16 by Agilent Technologies	SureSelectXT2 HumanAllExon V5+UTRs, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT144	https://fair-genomes.org/KIT144
SureSelectXT2 Custom 0.5-2.9Mb, 96, Auto by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT145	https://fair-genomes.org/KIT145
SureSelectXT2 Custom 0.5-2.9Mb, 96, RO by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT146	https://fair-genomes.org/KIT146
SureSelectXT2 Custom 0.5-2.9Mb,480,RO by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb,480,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT147	https://fair-genomes.org/KIT147
SureSelectXT2 Custom 12-24Mb, 16 by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT148	https://fair-genomes.org/KIT148
SureSelectXT2 Custom 12-24Mb, 16, RO by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT149	https://fair-genomes.org/KIT149
SureSelectXT2 Custom 12-24Mb, 480 by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT150	https://fair-genomes.org/KIT150
SureSelectXT2 Custom 12-24Mb, 480, Auto by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT151	https://fair-genomes.org/KIT151
SureSelectXT2 Custom 12-24Mb, 480, RO by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT152	https://fair-genomes.org/KIT152
SureSelectXT2 Custom 12-24Mb, 96 by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT153	https://fair-genomes.org/KIT153
SureSelectXT2 Custom 12-24Mb, 96, Auto by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT154	https://fair-genomes.org/KIT154
SureSelectXT2 Custom 12-24Mb, 96, RO by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT155	https://fair-genomes.org/KIT155
SureSelectXT2 Custom 12-24Mb,480,Auto,RO by Agilent Technologies	SureSelectXT2 Custom 12-24Mb,480,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT156	https://fair-genomes.org/KIT156
SureSelectXT2 Custom 12-24Mb,96,Auto,RO by Agilent Technologies	SureSelectXT2 Custom 12-24Mb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT157	https://fair-genomes.org/KIT157
SureSelectXT2 Custom 1kb-499kb, 16 by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT158	https://fair-genomes.org/KIT158
SureSelectXT2 Custom 1kb-499kb, 16, RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT159	https://fair-genomes.org/KIT159
SureSelectXT2 Custom 1kb-499kb, 480 by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT160	https://fair-genomes.org/KIT160
SureSelectXT2 Custom 1kb-499kb, 480, RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT161	https://fair-genomes.org/KIT161
SureSelectXT2 Custom 1kb-499kb, 96 by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT162	https://fair-genomes.org/KIT162
SureSelectXT2 Custom 1kb-499kb, 96, RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT163	https://fair-genomes.org/KIT163
SureSelectXT2 Custom 1kb-499kb,480, Auto by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb,480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT164	https://fair-genomes.org/KIT164
SureSelectXT2 Custom 1kb-499kb,480,Au,RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb,480,Au,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT165	https://fair-genomes.org/KIT165
SureSelectXT2 Custom 1kb-499kb,96, Auto by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb,96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT166	https://fair-genomes.org/KIT166
SureSelectXT2 Custom 1kb-499kb,96,Aut,RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb,96,Aut,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT167	https://fair-genomes.org/KIT167
SureSelectXT2 Custom 3-5.9Mb, 16 by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT168	https://fair-genomes.org/KIT168
SureSelectXT2 Custom 3-5.9Mb, 16, RO by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT169	https://fair-genomes.org/KIT169
SureSelectXT2 Custom 3-5.9Mb, 480 by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT170	https://fair-genomes.org/KIT170
SureSelectXT2 Custom 3-5.9Mb, 480, Auto by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT171	https://fair-genomes.org/KIT171
SureSelectXT2 Custom 3-5.9Mb, 480, RO by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT172	https://fair-genomes.org/KIT172
SureSelectXT2 Custom 3-5.9Mb, 96 by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT173	https://fair-genomes.org/KIT173
SureSelectXT2 Custom 3-5.9Mb, 96, Auto by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT174	https://fair-genomes.org/KIT174
SureSelectXT HumanAllExon V5 Plus, 96 by Agilent Technologies	SureSelectXT HumanAllExon V5 Plus, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT175	https://fair-genomes.org/KIT175
SureSelectXT HumanAllExon V5+UTRs, 16 by Agilent Technologies	SureSelectXT HumanAllExon V5+UTRs, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT176	https://fair-genomes.org/KIT176
SureSelectXT HumanAllExon V5+UTRs, 96 by Agilent Technologies	SureSelectXT HumanAllExon V5+UTRs, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT177	https://fair-genomes.org/KIT177
SureSelectXT Index Set ILM, 96 by Agilent Technologies	SureSelectXT Index Set ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT178	https://fair-genomes.org/KIT178
SureSelectXT Methyl Reagent kit, HSQ,16 by Agilent Technologies	SureSelectXT Methyl Reagent kit, HSQ,16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT179	https://fair-genomes.org/KIT179
SureSelectXT Methyl Reagent kit, HSQ,96 by Agilent Technologies	SureSelectXT Methyl Reagent kit, HSQ,96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT180	https://fair-genomes.org/KIT180
SureSelectXT Methyl Reagent kit,HSQ,480 by Agilent Technologies	SureSelectXT Methyl Reagent kit,HSQ,480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT181	https://fair-genomes.org/KIT181
SureSelectXT Mouse All Exon, 16 by Agilent Technologies	SureSelectXT Mouse All Exon, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT182	https://fair-genomes.org/KIT182
SureSelectXT Mouse All Exon, 480 samples by Agilent Technologies	SureSelectXT Mouse All Exon, 480 samples by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT183	https://fair-genomes.org/KIT183
SureSelectXT Mouse All Exon, 96 by Agilent Technologies	SureSelectXT Mouse All Exon, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT184	https://fair-genomes.org/KIT184
SureSelectXT Mouse All Exon, 96, Auto by Agilent Technologies	SureSelectXT Mouse All Exon, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT185	https://fair-genomes.org/KIT185
SureSelectXT RNA Reagent Kit, ILM, 96 by Agilent Technologies	SureSelectXT RNA Reagent Kit, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT186	https://fair-genomes.org/KIT186
SureSelectXT RNA Reagent kit, ILM, 16 by Agilent Technologies	SureSelectXT RNA Reagent kit, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT187	https://fair-genomes.org/KIT187
SureSelectXT Reagent Kit, HSQ, 480,Auto by Agilent Technologies	SureSelectXT Reagent Kit, HSQ, 480,Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT188	https://fair-genomes.org/KIT188
SureSelectXT Reagent Kit, MSQ, 480,Auto by Agilent Technologies	SureSelectXT Reagent Kit, MSQ, 480,Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT189	https://fair-genomes.org/KIT189
SureSelectXT Reagent kit, HSQ, 16 by Agilent Technologies	SureSelectXT Reagent kit, HSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT190	https://fair-genomes.org/KIT190
SureSelectXT Reagent kit, HSQ, 96 by Agilent Technologies	SureSelectXT Reagent kit, HSQ, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT191	https://fair-genomes.org/KIT191
SureSelectXT Reagent kit, MSQ, 16 by Agilent Technologies	SureSelectXT Reagent kit, MSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT192	https://fair-genomes.org/KIT192
SureSelectXT Reagent kit, MSQ, 480 by Agilent Technologies	SureSelectXT Reagent kit, MSQ, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT193	https://fair-genomes.org/KIT193
SureSelectXT Reagent kit, MSQ, 96 by Agilent Technologies	SureSelectXT Reagent kit, MSQ, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT194	https://fair-genomes.org/KIT194
SureSelectXT Reagent kit, MSQ, 96, Auto by Agilent Technologies	SureSelectXT Reagent kit, MSQ, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT195	https://fair-genomes.org/KIT195
SureSelectXT X-Chromosome, 16 by Agilent Technologies	SureSelectXT X-Chromosome, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT196	https://fair-genomes.org/KIT196
SureSelectXT X-Chromosome, 480 samples. by Agilent Technologies	SureSelectXT X-Chromosome, 480 samples. by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT197	https://fair-genomes.org/KIT197
SureSelectXT X-Chromosome, 96 samples. A by Agilent Technologies	SureSelectXT X-Chromosome, 96 samples. A by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT198	https://fair-genomes.org/KIT198
SureSelectXT2 Custom 0.5-2.9Mb, 16 by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT199	https://fair-genomes.org/KIT199
SureSelectXT2 Custom 0.5-2.9Mb, 16, RO by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT200	https://fair-genomes.org/KIT200
SureSelectXT2 Custom 0.5-2.9Mb, 480 by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT201	https://fair-genomes.org/KIT201
SureSelectXT2 Custom 0.5-2.9Mb, 480,Auto by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 480,Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT202	https://fair-genomes.org/KIT202
SureSelectXT2 Custom 0.5-2.9Mb, 96 by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT203	https://fair-genomes.org/KIT203
SureSelectXT Custom 6-11.9Mb, 480 by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT204	https://fair-genomes.org/KIT204
SureSelectXT Custom 6-11.9Mb, 480, Auto by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT205	https://fair-genomes.org/KIT205
SureSelectXT Custom 6-11.9Mb, 480, RO by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT206	https://fair-genomes.org/KIT206
SureSelectXT Custom 6-11.9Mb, 96 by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT207	https://fair-genomes.org/KIT207
SureSelectXT Custom 6-11.9Mb, 96, Auto by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT208	https://fair-genomes.org/KIT208
SureSelectXT Custom 6-11.9Mb, 96, RO by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT209	https://fair-genomes.org/KIT209
SureSelectXT Custom 6-11.9Mb,480,Auto,RO by Agilent Technologies	SureSelectXT Custom 6-11.9Mb,480,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT210	https://fair-genomes.org/KIT210
SureSelectXT Custom 6-11.9Mb,96,Auto,RO by Agilent Technologies	SureSelectXT Custom 6-11.9Mb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT211	https://fair-genomes.org/KIT211
SureSelectXT DNA Kinome, 16 samples. Add by Agilent Technologies	SureSelectXT DNA Kinome, 16 samples. Add by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT212	https://fair-genomes.org/KIT212
SureSelectXT DNA Kinome, 480 samples wit by Agilent Technologies	SureSelectXT DNA Kinome, 480 samples wit by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT213	https://fair-genomes.org/KIT213
SureSelectXT DNA Kinome, 480 samples. Ad by Agilent Technologies	SureSelectXT DNA Kinome, 480 samples. Ad by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT214	https://fair-genomes.org/KIT214
SureSelectXT DNA Kinome, 96 samples with by Agilent Technologies	SureSelectXT DNA Kinome, 96 samples with by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT215	https://fair-genomes.org/KIT215
SureSelectXT DNA Kinome, 96 samples. Add by Agilent Technologies	SureSelectXT DNA Kinome, 96 samples. Add by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT216	https://fair-genomes.org/KIT216
SureSelectXT Hu.AllExon V5 Plus, 96,auto by Agilent Technologies	SureSelectXT Hu.AllExon V5 Plus, 96,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT217	https://fair-genomes.org/KIT217
SureSelectXT Human All Exon 50Mb, 96 sam by Agilent Technologies	SureSelectXT Human All Exon 50Mb, 96 sam by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT218	https://fair-genomes.org/KIT218
SureSelectXT Human All Exon V4+UTRs, 96 by Agilent Technologies	SureSelectXT Human All Exon V4+UTRs, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT219	https://fair-genomes.org/KIT219
SureSelectXT Human All Exon V4, 96 sampl by Agilent Technologies	SureSelectXT Human All Exon V4, 96 sampl by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT220	https://fair-genomes.org/KIT220
SureSelectXT Human All Exon V5, 16 by Agilent Technologies	SureSelectXT Human All Exon V5, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT221	https://fair-genomes.org/KIT221
SureSelectXT Human All Exon V5, 96 by Agilent Technologies	SureSelectXT Human All Exon V5, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT222	https://fair-genomes.org/KIT222
SureSelectXT Human Methyl-Seq, 16 by Agilent Technologies	SureSelectXT Human Methyl-Seq, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT223	https://fair-genomes.org/KIT223
SureSelectXT Human Methyl-Seq, 480 by Agilent Technologies	SureSelectXT Human Methyl-Seq, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT224	https://fair-genomes.org/KIT224
SureSelectXT Human Methyl-Seq, 96 by Agilent Technologies	SureSelectXT Human Methyl-Seq, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT225	https://fair-genomes.org/KIT225
SureSelectXT HumanAllExon V4+UTRs, 16 by Agilent Technologies	SureSelectXT HumanAllExon V4+UTRs, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT226	https://fair-genomes.org/KIT226
SureSelectXT HumanAllExon V4+UTRs, 480 by Agilent Technologies	SureSelectXT HumanAllExon V4+UTRs, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT227	https://fair-genomes.org/KIT227
SureSelectXT HumanAllExon V4+UTRs, 96 by Agilent Technologies	SureSelectXT HumanAllExon V4+UTRs, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT228	https://fair-genomes.org/KIT228
SureSelectXT HumanAllExon V4, 16 by Agilent Technologies	SureSelectXT HumanAllExon V4, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT229	https://fair-genomes.org/KIT229
SureSelectXT HumanAllExon V4, 480 by Agilent Technologies	SureSelectXT HumanAllExon V4, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT230	https://fair-genomes.org/KIT230
SureSelectXT HumanAllExon V4, 96 by Agilent Technologies	SureSelectXT HumanAllExon V4, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT231	https://fair-genomes.org/KIT231
SureSelectXT HumanAllExon V5 Plus, 16 by Agilent Technologies	SureSelectXT HumanAllExon V5 Plus, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT232	https://fair-genomes.org/KIT232
SureSelectXT Custom 12-24Mb, 480 by Agilent Technologies	SureSelectXT Custom 12-24Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT233	https://fair-genomes.org/KIT233
SureSelectXT Custom 12-24Mb, 480, Auto by Agilent Technologies	SureSelectXT Custom 12-24Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT234	https://fair-genomes.org/KIT234
SureSelectXT Custom 12-24Mb, 480, RO by Agilent Technologies	SureSelectXT Custom 12-24Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT235	https://fair-genomes.org/KIT235
SureSelectXT Custom 12-24Mb, 96 by Agilent Technologies	SureSelectXT Custom 12-24Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT236	https://fair-genomes.org/KIT236
SureSelectXT Custom 12-24Mb, 96, Auto by Agilent Technologies	SureSelectXT Custom 12-24Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT237	https://fair-genomes.org/KIT237
SureSelectXT Custom 12-24Mb, 96, RO by Agilent Technologies	SureSelectXT Custom 12-24Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT238	https://fair-genomes.org/KIT238
SureSelectXT Custom 12-24Mb,480,Auto,RO by Agilent Technologies	SureSelectXT Custom 12-24Mb,480,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT239	https://fair-genomes.org/KIT239
SureSelectXT Custom 12-24Mb,96,Auto,RO by Agilent Technologies	SureSelectXT Custom 12-24Mb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT240	https://fair-genomes.org/KIT240
SureSelectXT Custom 1Kb-499kb, 16 by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT241	https://fair-genomes.org/KIT241
SureSelectXT Custom 1Kb-499kb, 16, RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT242	https://fair-genomes.org/KIT242
SureSelectXT Custom 1Kb-499kb, 480 by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT243	https://fair-genomes.org/KIT243
SureSelectXT Custom 1Kb-499kb, 480, Auto by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT244	https://fair-genomes.org/KIT244
SureSelectXT Custom 1Kb-499kb, 480, RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT245	https://fair-genomes.org/KIT245
SureSelectXT Custom 1Kb-499kb, 96 by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT246	https://fair-genomes.org/KIT246
SureSelectXT Custom 1Kb-499kb, 96, Auto by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT247	https://fair-genomes.org/KIT247
SureSelectXT Custom 1Kb-499kb, 96, RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT248	https://fair-genomes.org/KIT248
