value	description	codesystem	code	iri
Hereditary central diabetes insipidus	Hereditary central diabetes insipidus	Orphanet	30925	http://www.orpha.net/ORDO/Orphanet_30925
BVES-related limb-girdle muscular dystrophy	BVES-related limb-girdle muscular dystrophy	Orphanet	476084	http://www.orpha.net/ORDO/Orphanet_476084
Erythrokeratodermia-cardiomyopathy syndrome	Erythrokeratodermia-cardiomyopathy syndrome	Orphanet	476096	http://www.orpha.net/ORDO/Orphanet_476096
Hereditary pediatric Behçet-like disease	Hereditary pediatric Behçet-like disease	Orphanet	476102	http://www.orpha.net/ORDO/Orphanet_476102
Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome	Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome	Orphanet	476093	http://www.orpha.net/ORDO/Orphanet_476093
Genetic lethal multiple congenital anomalies/dysmorphic syndrome	Genetic lethal multiple congenital anomalies/dysmorphic syndrome	Orphanet	471383	http://www.orpha.net/ORDO/Orphanet_471383
Rare congenital anomaly of ventricular septum	Rare congenital anomaly of ventricular septum	Orphanet	474347	http://www.orpha.net/ORDO/Orphanet_474347
Congenital brain dysgenesis due to glutamine synthetase deficiency	Congenital brain dysgenesis due to glutamine synthetase deficiency	Orphanet	71278	http://www.orpha.net/ORDO/Orphanet_71278
CANOMAD syndrome	CANOMAD syndrome	Orphanet	71279	http://www.orpha.net/ORDO/Orphanet_71279
Rare central nervous system and retinal vascular disease	Rare central nervous system and retinal vascular disease	Orphanet	71281	http://www.orpha.net/ORDO/Orphanet_71281
Split hand-split foot-deafness syndrome	Split hand-split foot-deafness syndrome	Orphanet	71271	http://www.orpha.net/ORDO/Orphanet_71271
Sandifer syndrome	Sandifer syndrome	Orphanet	71272	http://www.orpha.net/ORDO/Orphanet_71272
Renal nutcracker syndrome	Renal nutcracker syndrome	Orphanet	71273	http://www.orpha.net/ORDO/Orphanet_71273
Disseminated peritoneal leiomyomatosis	Disseminated peritoneal leiomyomatosis	Orphanet	71274	http://www.orpha.net/ORDO/Orphanet_71274
Rh deficiency syndrome	Rh deficiency syndrome	Orphanet	71275	http://www.orpha.net/ORDO/Orphanet_71275
Silent sinus syndrome	Silent sinus syndrome	Orphanet	71276	http://www.orpha.net/ORDO/Orphanet_71276
Classic glucose transporter type 1 deficiency syndrome	Classic glucose transporter type 1 deficiency syndrome	Orphanet	71277	http://www.orpha.net/ORDO/Orphanet_71277
Rare soft tissue tumor	Rare soft tissue tumor	Orphanet	71209	http://www.orpha.net/ORDO/Orphanet_71209
Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	Orphanet	71212	http://www.orpha.net/ORDO/Orphanet_71212
Neuromyelitis optica	Neuromyelitis optica	Orphanet	71211	http://www.orpha.net/ORDO/Orphanet_71211
Dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome	Dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome	Orphanet	71267	http://www.orpha.net/ORDO/Orphanet_71267
Retinal capillary malformation	Retinal capillary malformation	Orphanet	71213	http://www.orpha.net/ORDO/Orphanet_71213
Rare pulmonary hypertension	Rare pulmonary hypertension	Orphanet	71198	http://www.orpha.net/ORDO/Orphanet_71198
Autoimmune thrombocytopenia	Autoimmune thrombocytopenia	Orphanet	71203	http://www.orpha.net/ORDO/Orphanet_71203
Rare hemorrhagic disorder due to a constitutional platelet anomaly	Rare hemorrhagic disorder due to a constitutional platelet anomaly	Orphanet	71202	http://www.orpha.net/ORDO/Orphanet_71202
Idiopathic gastroparesis	Idiopathic gastroparesis	Orphanet	558411	http://www.orpha.net/ORDO/Orphanet_558411
Chronic thromboembolic pulmonary hypertension	Chronic thromboembolic pulmonary hypertension	Orphanet	70591	http://www.orpha.net/ORDO/Orphanet_70591
Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency	Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency	Orphanet	70592	http://www.orpha.net/ORDO/Orphanet_70592
Bronchopulmonary dysplasia	Bronchopulmonary dysplasia	Orphanet	70589	http://www.orpha.net/ORDO/Orphanet_70589
Infantile apnea	Infantile apnea	Orphanet	70590	http://www.orpha.net/ORDO/Orphanet_70590
Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	Orphanet	70595	http://www.orpha.net/ORDO/Orphanet_70595
Congenital Epstein-Barr virus infection	Congenital Epstein-Barr virus infection	Orphanet	70596	http://www.orpha.net/ORDO/Orphanet_70596
Immunodeficiency due to selective anti-polysaccharide antibody deficiency	Immunodeficiency due to selective anti-polysaccharide antibody deficiency	Orphanet	70593	http://www.orpha.net/ORDO/Orphanet_70593
Dopa-responsive dystonia due to sepiapterin reductase deficiency	Dopa-responsive dystonia due to sepiapterin reductase deficiency	Orphanet	70594	http://www.orpha.net/ORDO/Orphanet_70594
Adult acute respiratory distress syndrome	Adult acute respiratory distress syndrome	Orphanet	70578	http://www.orpha.net/ORDO/Orphanet_70578
Small cell lung cancer	Small cell lung cancer	Orphanet	70573	http://www.orpha.net/ORDO/Orphanet_70573
Post-transplant lymphoproliferative disease	Post-transplant lymphoproliferative disease	Orphanet	70568	http://www.orpha.net/ORDO/Orphanet_70568
Meconium aspiration syndrome	Meconium aspiration syndrome	Orphanet	70588	http://www.orpha.net/ORDO/Orphanet_70588
Infant acute respiratory distress syndrome	Infant acute respiratory distress syndrome	Orphanet	70587	http://www.orpha.net/ORDO/Orphanet_70587
Leigh syndrome with cardiomyopathy	Leigh syndrome with cardiomyopathy	Orphanet	70474	http://www.orpha.net/ORDO/Orphanet_70474
Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	Orphanet	70472	http://www.orpha.net/ORDO/Orphanet_70472
Cholangiocarcinoma	Cholangiocarcinoma	Orphanet	70567	http://www.orpha.net/ORDO/Orphanet_70567
Rare disorder with Hirschsprung disease as a major feature	Rare disorder with Hirschsprung disease as a major feature	Orphanet	557866	http://www.orpha.net/ORDO/Orphanet_557866
Carcinoma of esophagus	Carcinoma of esophagus	Orphanet	70482	http://www.orpha.net/ORDO/Orphanet_70482
Vernal keratoconjunctivitis	Vernal keratoconjunctivitis	Orphanet	70476	http://www.orpha.net/ORDO/Orphanet_70476
Radiation proctitis	Radiation proctitis	Orphanet	70475	http://www.orpha.net/ORDO/Orphanet_70475
Circumscribed palmoplantar hypokeratosis	Circumscribed palmoplantar hypokeratosis	Orphanet	69744	http://www.orpha.net/ORDO/Orphanet_69744
Warty dyskeratoma	Warty dyskeratoma	Orphanet	69745	http://www.orpha.net/ORDO/Orphanet_69745
Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	Orphanet	69735	http://www.orpha.net/ORDO/Orphanet_69735
Bilateral acute depigmentation of the iris	Bilateral acute depigmentation of the iris	Orphanet	69736	http://www.orpha.net/ORDO/Orphanet_69736
Bosley-Salih-Alorainy syndrome	Bosley-Salih-Alorainy syndrome	Orphanet	69737	http://www.orpha.net/ORDO/Orphanet_69737
Athabaskan brainstem dysgenesis syndrome	Athabaskan brainstem dysgenesis syndrome	Orphanet	69739	http://www.orpha.net/ORDO/Orphanet_69739
Low phospholipid-associated cholelithiasis	Low phospholipid-associated cholelithiasis	Orphanet	69663	http://www.orpha.net/ORDO/Orphanet_69663
Intrahepatic cholestasis of pregnancy	Intrahepatic cholestasis of pregnancy	Orphanet	69665	http://www.orpha.net/ORDO/Orphanet_69665
Tyrosinemia type 3	Tyrosinemia type 3	Orphanet	69723	http://www.orpha.net/ORDO/Orphanet_69723
NON RARE IN EUROPE: Immunoglobulin A deficiency	NON RARE IN EUROPE: Immunoglobulin A deficiency	Orphanet	69127	http://www.orpha.net/ORDO/Orphanet_69127
Pyogenic arthritis-pyoderma gangrenosum-acne syndrome	Pyogenic arthritis-pyoderma gangrenosum-acne syndrome	Orphanet	69126	http://www.orpha.net/ORDO/Orphanet_69126
Naegeli-Franceschetti-Jadassohn syndrome	Naegeli-Franceschetti-Jadassohn syndrome	Orphanet	69087	http://www.orpha.net/ORDO/Orphanet_69087
Anonychia with flexural pigmentation	Anonychia with flexural pigmentation	Orphanet	69125	http://www.orpha.net/ORDO/Orphanet_69125
Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome	Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome	Orphanet	69088	http://www.orpha.net/ORDO/Orphanet_69088
Ectodermal dysplasia with natal teeth, Turnpenny type	Ectodermal dysplasia with natal teeth, Turnpenny type	Orphanet	69083	http://www.orpha.net/ORDO/Orphanet_69083
Odonto-tricho-ungual-digito-palmar syndrome	Odonto-tricho-ungual-digito-palmar syndrome	Orphanet	69082	http://www.orpha.net/ORDO/Orphanet_69082
Limb-mammary syndrome	Limb-mammary syndrome	Orphanet	69085	http://www.orpha.net/ORDO/Orphanet_69085
Pure hair and nail ectodermal dysplasia	Pure hair and nail ectodermal dysplasia	Orphanet	69084	http://www.orpha.net/ORDO/Orphanet_69084
Rhabdoid tumor	Rhabdoid tumor	Orphanet	69077	http://www.orpha.net/ORDO/Orphanet_69077
Familial renal glucosuria	Familial renal glucosuria	Orphanet	69076	http://www.orpha.net/ORDO/Orphanet_69076
Liposarcoma	Liposarcoma	Orphanet	69078	http://www.orpha.net/ORDO/Orphanet_69078
Idiopathic steroid-sensitive nephrotic syndrome	Idiopathic steroid-sensitive nephrotic syndrome	Orphanet	69061	http://www.orpha.net/ORDO/Orphanet_69061
Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization	Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization	Orphanet	69063	http://www.orpha.net/ORDO/Orphanet_69063
3-methylglutaconic aciduria type 4	3-methylglutaconic aciduria type 4	Orphanet	67048	http://www.orpha.net/ORDO/Orphanet_67048
Dysostosis with brachydactyly	Dysostosis with brachydactyly	Orphanet	69028	http://www.orpha.net/ORDO/Orphanet_69028
3-methylglutaconic aciduria type 1	3-methylglutaconic aciduria type 1	Orphanet	67046	http://www.orpha.net/ORDO/Orphanet_67046
3-methylglutaconic aciduria type 3	3-methylglutaconic aciduria type 3	Orphanet	67047	http://www.orpha.net/ORDO/Orphanet_67047
Thrombocytopenia with congenital dyserythropoietic anemia	Thrombocytopenia with congenital dyserythropoietic anemia	Orphanet	67044	http://www.orpha.net/ORDO/Orphanet_67044
X-linked intellectual disability with isolated growth hormone deficiency	X-linked intellectual disability with isolated growth hormone deficiency	Orphanet	67045	http://www.orpha.net/ORDO/Orphanet_67045
Late-onset retinal degeneration	Late-onset retinal degeneration	Orphanet	67042	http://www.orpha.net/ORDO/Orphanet_67042
Amoebic keratitis	Amoebic keratitis	Orphanet	67043	http://www.orpha.net/ORDO/Orphanet_67043
Segmental odontomaxillary dysplasia	Segmental odontomaxillary dysplasia	Orphanet	67039	http://www.orpha.net/ORDO/Orphanet_67039
Hyaluronidase deficiency	Hyaluronidase deficiency	Orphanet	67041	http://www.orpha.net/ORDO/Orphanet_67041
B-cell chronic lymphocytic leukemia	B-cell chronic lymphocytic leukemia	Orphanet	67038	http://www.orpha.net/ORDO/Orphanet_67038
Extracutaneous mastocytoma	Extracutaneous mastocytoma	Orphanet	66662	http://www.orpha.net/ORDO/Orphanet_66662
Autosomal dominant optic atrophy and cataract	Autosomal dominant optic atrophy and cataract	Orphanet	67036	http://www.orpha.net/ORDO/Orphanet_67036
Mast cell sarcoma	Mast cell sarcoma	Orphanet	66661	http://www.orpha.net/ORDO/Orphanet_66661
Cutaneous mastocytosis	Cutaneous mastocytosis	Orphanet	66646	http://www.orpha.net/ORDO/Orphanet_66646
Diaphanospondylodysostosis	Diaphanospondylodysostosis	Orphanet	66637	http://www.orpha.net/ORDO/Orphanet_66637
Dilated cardiomyopathy with ataxia	Dilated cardiomyopathy with ataxia	Orphanet	66634	http://www.orpha.net/ORDO/Orphanet_66634
Sensorineural hearing loss-early graying-essential tremor syndrome	Sensorineural hearing loss-early graying-essential tremor syndrome	Orphanet	66633	http://www.orpha.net/ORDO/Orphanet_66633
CEDNIK syndrome	CEDNIK syndrome	Orphanet	66631	http://www.orpha.net/ORDO/Orphanet_66631
Congenital pseudoarthrosis of the clavicle	Congenital pseudoarthrosis of the clavicle	Orphanet	66630	http://www.orpha.net/ORDO/Orphanet_66630
Goldberg-Shprintzen megacolon syndrome	Goldberg-Shprintzen megacolon syndrome	Orphanet	66629	http://www.orpha.net/ORDO/Orphanet_66629
Obesity due to congenital leptin deficiency	Obesity due to congenital leptin deficiency	Orphanet	66628	http://www.orpha.net/ORDO/Orphanet_66628
Pigmented villonodular synovitis	Pigmented villonodular synovitis	Orphanet	66627	http://www.orpha.net/ORDO/Orphanet_66627
Cerebrooculonasal syndrome	Cerebrooculonasal syndrome	Orphanet	66625	http://www.orpha.net/ORDO/Orphanet_66625
PANDAS	PANDAS	Orphanet	66624	http://www.orpha.net/ORDO/Orphanet_66624
Tako-Tsubo cardiomyopathy	Tako-Tsubo cardiomyopathy	Orphanet	66529	http://www.orpha.net/ORDO/Orphanet_66529
Short fifth metacarpals-insulin resistance syndrome	Short fifth metacarpals-insulin resistance syndrome	Orphanet	66518	http://www.orpha.net/ORDO/Orphanet_66518
Goodman syndrome	Goodman syndrome	Orphanet	65798	http://www.orpha.net/ORDO/Orphanet_65798
Timothy syndrome	Timothy syndrome	Orphanet	65283	http://www.orpha.net/ORDO/Orphanet_65283
Carvajal syndrome	Carvajal syndrome	Orphanet	65282	http://www.orpha.net/ORDO/Orphanet_65282
Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome	Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome	Orphanet	562639	http://www.orpha.net/ORDO/Orphanet_562639
Lhermitte-Duclos disease	Lhermitte-Duclos disease	Orphanet	65285	http://www.orpha.net/ORDO/Orphanet_65285
Biotin-thiamine-responsive basal ganglia disease	Biotin-thiamine-responsive basal ganglia disease	Orphanet	65284	http://www.orpha.net/ORDO/Orphanet_65284
Beta-ureidopropionase deficiency	Beta-ureidopropionase deficiency	Orphanet	65287	http://www.orpha.net/ORDO/Orphanet_65287
3q29 microdeletion syndrome	3q29 microdeletion syndrome	Orphanet	65286	http://www.orpha.net/ORDO/Orphanet_65286
Vaginal atresia	Vaginal atresia	Orphanet	65681	http://www.orpha.net/ORDO/Orphanet_65681
Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	Orphanet	65288	http://www.orpha.net/ORDO/Orphanet_65288
Isolated focal cortical dysplasia	Isolated focal cortical dysplasia	Orphanet	65683	http://www.orpha.net/ORDO/Orphanet_65683
Benign recurrent intrahepatic cholestasis	Benign recurrent intrahepatic cholestasis	Orphanet	65682	http://www.orpha.net/ORDO/Orphanet_65682
Arthrogryposis-severe scoliosis syndrome	Arthrogryposis-severe scoliosis syndrome	Orphanet	65720	http://www.orpha.net/ORDO/Orphanet_65720
Monomelic amyotrophy	Monomelic amyotrophy	Orphanet	65684	http://www.orpha.net/ORDO/Orphanet_65684
Multiple self-healing squamous epithelioma	Multiple self-healing squamous epithelioma	Orphanet	65748	http://www.orpha.net/ORDO/Orphanet_65748
Autosomal dominant multiple pterygium syndrome	Autosomal dominant multiple pterygium syndrome	Orphanet	65743	http://www.orpha.net/ORDO/Orphanet_65743
Carpenter syndrome	Carpenter syndrome	Orphanet	65759	http://www.orpha.net/ORDO/Orphanet_65759
Charcot-Marie-Tooth disease type 1	Charcot-Marie-Tooth disease type 1	Orphanet	65753	http://www.orpha.net/ORDO/Orphanet_65753
IgG4-related thyroid disease	IgG4-related thyroid disease	Orphanet	64744	http://www.orpha.net/ORDO/Orphanet_64744
Pruritic urticarial papules and plaques of pregnancy	Pruritic urticarial papules and plaques of pregnancy	Orphanet	64745	http://www.orpha.net/ORDO/Orphanet_64745
Autosomal dominant Charcot-Marie-Tooth disease type 2	Autosomal dominant Charcot-Marie-Tooth disease type 2	Orphanet	64746	http://www.orpha.net/ORDO/Orphanet_64746
X-linked Charcot-Marie-Tooth disease	X-linked Charcot-Marie-Tooth disease	Orphanet	64747	http://www.orpha.net/ORDO/Orphanet_64747
Dejerine-Sottas syndrome	Dejerine-Sottas syndrome	Orphanet	64748	http://www.orpha.net/ORDO/Orphanet_64748
Charcot-Marie-Tooth disease type 4	Charcot-Marie-Tooth disease type 4	Orphanet	64749	http://www.orpha.net/ORDO/Orphanet_64749
Hereditary motor and sensory neuropathy type 5	Hereditary motor and sensory neuropathy type 5	Orphanet	64751	http://www.orpha.net/ORDO/Orphanet_64751
Heme oxygenase-1 deficiency	Heme oxygenase-1 deficiency	Orphanet	562509	http://www.orpha.net/ORDO/Orphanet_562509
Hereditary sensory and autonomic neuropathy type 5	Hereditary sensory and autonomic neuropathy type 5	Orphanet	64752	http://www.orpha.net/ORDO/Orphanet_64752
Spinocerebellar ataxia with axonal neuropathy type 2	Spinocerebellar ataxia with axonal neuropathy type 2	Orphanet	64753	http://www.orpha.net/ORDO/Orphanet_64753
Nevus comedonicus syndrome	Nevus comedonicus syndrome	Orphanet	64754	http://www.orpha.net/ORDO/Orphanet_64754
Congenital limbs-face contractures-hypotonia-developmental delay syndrome	Congenital limbs-face contractures-hypotonia-developmental delay syndrome	Orphanet	562528	http://www.orpha.net/ORDO/Orphanet_562528
Becker nevus syndrome	Becker nevus syndrome	Orphanet	64755	http://www.orpha.net/ORDO/Orphanet_64755
Anterior maxillary protrusion-strabismus-intellectual disability syndrome	Anterior maxillary protrusion-strabismus-intellectual disability syndrome	Orphanet	562559	http://www.orpha.net/ORDO/Orphanet_562559
Autosomal recessive extra-oral halitosis	Autosomal recessive extra-oral halitosis	Orphanet	562538	http://www.orpha.net/ORDO/Orphanet_562538
Perineural cyst	Perineural cyst	Orphanet	65250	http://www.orpha.net/ORDO/Orphanet_65250
TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome	TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome	Orphanet	562569	http://www.orpha.net/ORDO/Orphanet_562569
Tolosa-Hunt syndrome	Tolosa-Hunt syndrome	Orphanet	64686	http://www.orpha.net/ORDO/Orphanet_64686
Benign idiopathic neonatal seizures	Benign idiopathic neonatal seizures	Orphanet	64545	http://www.orpha.net/ORDO/Orphanet_64545
Acrofacial dysostosis, Kennedy-Teebi type	Acrofacial dysostosis, Kennedy-Teebi type	Orphanet	64542	http://www.orpha.net/ORDO/Orphanet_64542
Childhood absence epilepsy	Childhood absence epilepsy	Orphanet	64280	http://www.orpha.net/ORDO/Orphanet_64280
Granulomatous mastitis	Granulomatous mastitis	Orphanet	64722	http://www.orpha.net/ORDO/Orphanet_64722
Leiomyosarcoma	Leiomyosarcoma	Orphanet	64720	http://www.orpha.net/ORDO/Orphanet_64720
Trench fever	Trench fever	Orphanet	64694	http://www.orpha.net/ORDO/Orphanet_64694
Oroya fever	Oroya fever	Orphanet	64692	http://www.orpha.net/ORDO/Orphanet_64692
Ovarian hyperstimulation syndrome	Ovarian hyperstimulation syndrome	Orphanet	64739	http://www.orpha.net/ORDO/Orphanet_64739
NON RARE IN EUROPE: Non rare thrombophilia	NON RARE IN EUROPE: Non rare thrombophilia	Orphanet	64738	http://www.orpha.net/ORDO/Orphanet_64738
Iridocorneal endothelial syndrome	Iridocorneal endothelial syndrome	Orphanet	64734	http://www.orpha.net/ORDO/Orphanet_64734
Hepatoportal sclerosis	Hepatoportal sclerosis	Orphanet	64743	http://www.orpha.net/ORDO/Orphanet_64743
Pleuropulmonary blastoma	Pleuropulmonary blastoma	Orphanet	64742	http://www.orpha.net/ORDO/Orphanet_64742
Pulmonary blastoma	Pulmonary blastoma	Orphanet	64741	http://www.orpha.net/ORDO/Orphanet_64741
FOXG1 syndrome	FOXG1 syndrome	Orphanet	561854	http://www.orpha.net/ORDO/Orphanet_561854
NON RARE IN EUROPE: Recurrent acute pancreatitis	NON RARE IN EUROPE: Recurrent acute pancreatitis	Orphanet	64740	http://www.orpha.net/ORDO/Orphanet_64740
HERNS syndrome	HERNS syndrome	Orphanet	63261	http://www.orpha.net/ORDO/Orphanet_63261
Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis	Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis	Orphanet	63269	http://www.orpha.net/ORDO/Orphanet_63269
Iniencephaly	Iniencephaly	Orphanet	63259	http://www.orpha.net/ORDO/Orphanet_63259
Craniorachischisis	Craniorachischisis	Orphanet	63260	http://www.orpha.net/ORDO/Orphanet_63260
Isolated oxycephaly	Isolated oxycephaly	Orphanet	63440	http://www.orpha.net/ORDO/Orphanet_63440
Angel-shaped phalango-epiphyseal dysplasia	Angel-shaped phalango-epiphyseal dysplasia	Orphanet	63442	http://www.orpha.net/ORDO/Orphanet_63442
Distal myopathy with posterior leg and anterior hand involvement	Distal myopathy with posterior leg and anterior hand involvement	Orphanet	63273	http://www.orpha.net/ORDO/Orphanet_63273
Pemphigoid gestationis	Pemphigoid gestationis	Orphanet	63275	http://www.orpha.net/ORDO/Orphanet_63275
Pattern dystrophy	Pattern dystrophy	Orphanet	63454	http://www.orpha.net/ORDO/Orphanet_63454
Paraneoplastic pemphigus	Paraneoplastic pemphigus	Orphanet	63455	http://www.orpha.net/ORDO/Orphanet_63455
Rare epithelial tumor of stomach	Rare epithelial tumor of stomach	Orphanet	63443	http://www.orpha.net/ORDO/Orphanet_63443
Acrocapitofemoral dysplasia	Acrocapitofemoral dysplasia	Orphanet	63446	http://www.orpha.net/ORDO/Orphanet_63446
IgG4-related mediastinitis	IgG4-related mediastinitis	Orphanet	63999	http://www.orpha.net/ORDO/Orphanet_63999
Schisis association	Schisis association	Orphanet	63862	http://www.orpha.net/ORDO/Orphanet_63862
Megalencephaly-capillary malformation-polymicrogyria syndrome	Megalencephaly-capillary malformation-polymicrogyria syndrome	Orphanet	60040	http://www.orpha.net/ORDO/Orphanet_60040
Pudendal neuralgia	Pudendal neuralgia	Orphanet	60039	http://www.orpha.net/ORDO/Orphanet_60039
Congenital heart block	Congenital heart block	Orphanet	60041	http://www.orpha.net/ORDO/Orphanet_60041
Recurrent respiratory papillomatosis	Recurrent respiratory papillomatosis	Orphanet	60032	http://www.orpha.net/ORDO/Orphanet_60032
Idiopathic bronchiectasis	Idiopathic bronchiectasis	Orphanet	60033	http://www.orpha.net/ORDO/Orphanet_60033
Neonatal ichthyosis-sclerosing cholangitis syndrome	Neonatal ichthyosis-sclerosing cholangitis syndrome	Orphanet	59303	http://www.orpha.net/ORDO/Orphanet_59303
Isolated congenital hypoglossia	Isolated congenital hypoglossia	Orphanet	563954	http://www.orpha.net/ORDO/Orphanet_563954
Gestational trophoblastic neoplasm	Gestational trophoblastic neoplasm	Orphanet	59305	http://www.orpha.net/ORDO/Orphanet_59305
Isolated congenital aglossia	Isolated congenital aglossia	Orphanet	563951	http://www.orpha.net/ORDO/Orphanet_563951
McLeod neuroacanthocytosis syndrome	McLeod neuroacanthocytosis syndrome	Orphanet	59306	http://www.orpha.net/ORDO/Orphanet_59306
Schilder disease	Schilder disease	Orphanet	59298	http://www.orpha.net/ORDO/Orphanet_59298
Enlarged parietal foramina	Enlarged parietal foramina	Orphanet	60015	http://www.orpha.net/ORDO/Orphanet_60015
Osteochondrosis of the metatarsal bone	Osteochondrosis of the metatarsal bone	Orphanet	564003	http://www.orpha.net/ORDO/Orphanet_564003
Pulmonary alveolar microlithiasis	Pulmonary alveolar microlithiasis	Orphanet	60025	http://www.orpha.net/ORDO/Orphanet_60025
Osteochondrosis of the tarsal bone	Osteochondrosis of the tarsal bone	Orphanet	563991	http://www.orpha.net/ORDO/Orphanet_563991
Pulmonary nodular lymphoid hyperplasia	Pulmonary nodular lymphoid hyperplasia	Orphanet	60026	http://www.orpha.net/ORDO/Orphanet_60026
Primary hypomagnesemia with refractory seizures and intellectual disability	Primary hypomagnesemia with refractory seizures and intellectual disability	Orphanet	564178	http://www.orpha.net/ORDO/Orphanet_564178
Genetic nephrotic syndrome	Genetic nephrotic syndrome	Orphanet	564127	http://www.orpha.net/ORDO/Orphanet_564127
Loeys-Dietz syndrome	Loeys-Dietz syndrome	Orphanet	60030	http://www.orpha.net/ORDO/Orphanet_60030
Rhombencephalosynapsis	Rhombencephalosynapsis	Orphanet	59315	http://www.orpha.net/ORDO/Orphanet_59315
Argyria	Argyria	Orphanet	60014	http://www.orpha.net/ORDO/Orphanet_60014
Cirrhotic cardiomyopathy	Cirrhotic cardiomyopathy	Orphanet	57777	http://www.orpha.net/ORDO/Orphanet_57777
Medial condensing osteitis of the clavicle	Medial condensing osteitis of the clavicle	Orphanet	57196	http://www.orpha.net/ORDO/Orphanet_57196
Furuncular myiasis due to Cordylobia rodhaini	Furuncular myiasis due to Cordylobia rodhaini	Orphanet	563690	http://www.orpha.net/ORDO/Orphanet_563690
Rare hepatic disease	Rare hepatic disease	Orphanet	57146	http://www.orpha.net/ORDO/Orphanet_57146
Syndromic congenital sodium diarrhea	Syndromic congenital sodium diarrhea	Orphanet	563708	http://www.orpha.net/ORDO/Orphanet_563708
SUNCT syndrome	SUNCT syndrome	Orphanet	57145	http://www.orpha.net/ORDO/Orphanet_57145
Furuncular myiasis due to Dermatobia hominis	Furuncular myiasis due to Dermatobia hominis	Orphanet	563684	http://www.orpha.net/ORDO/Orphanet_563684
Furuncular myiasis due to Cordylobia anthropophaga	Furuncular myiasis due to Cordylobia anthropophaga	Orphanet	563687	http://www.orpha.net/ORDO/Orphanet_563687
Human prion disease	Human prion disease	Orphanet	56970	http://www.orpha.net/ORDO/Orphanet_56970
Progressive bulbar paralysis of childhood	Progressive bulbar paralysis of childhood	Orphanet	56965	http://www.orpha.net/ORDO/Orphanet_56965
Mucinous cystadenoma of childhood	Mucinous cystadenoma of childhood	Orphanet	563671	http://www.orpha.net/ORDO/Orphanet_563671
Cold agglutinin disease	Cold agglutinin disease	Orphanet	56425	http://www.orpha.net/ORDO/Orphanet_56425
Seromucinous cystadenoma of childhood	Seromucinous cystadenoma of childhood	Orphanet	563676	http://www.orpha.net/ORDO/Orphanet_563676
Sorsby pseudoinflammatory fundus dystrophy	Sorsby pseudoinflammatory fundus dystrophy	Orphanet	59181	http://www.orpha.net/ORDO/Orphanet_59181
Laing early-onset distal myopathy	Laing early-onset distal myopathy	Orphanet	59135	http://www.orpha.net/ORDO/Orphanet_59135
NON RARE IN EUROPE: Pericarditis	NON RARE IN EUROPE: Pericarditis	Orphanet	58208	http://www.orpha.net/ORDO/Orphanet_58208
Osteoblastoma	Osteoblastoma	Orphanet	58040	http://www.orpha.net/ORDO/Orphanet_58040
Classic hairy cell leukemia	Classic hairy cell leukemia	Orphanet	58017	http://www.orpha.net/ORDO/Orphanet_58017
Mazabraud syndrome	Mazabraud syndrome	Orphanet	57782	http://www.orpha.net/ORDO/Orphanet_57782
TNP03-related  limb-girdle muscular dystrophy D2	TNP03-related  limb-girdle muscular dystrophy D2	Orphanet	55595	http://www.orpha.net/ORDO/Orphanet_55595
HNRNPDL-related  limb-girdle muscular dystrophy D3	HNRNPDL-related  limb-girdle muscular dystrophy D3	Orphanet	55596	http://www.orpha.net/ORDO/Orphanet_55596
Craniopharyngioma	Craniopharyngioma	Orphanet	54595	http://www.orpha.net/ORDO/Orphanet_54595
Sarcocystosis	Sarcocystosis	Orphanet	54368	http://www.orpha.net/ORDO/Orphanet_54368
