value,description,codesystem,code,iri
"agalsidase alfa","agalsidase alfa","UATC","A16AB03","http://purl.bioontology.org/ontology/UATC/A16AB03"
"metaraminol","metaraminol","UATC","C01CA09","http://purl.bioontology.org/ontology/UATC/C01CA09"
"ganciclovir","ganciclovir","UATC","J05AB06","http://purl.bioontology.org/ontology/UATC/J05AB06"
"simfibrate","simfibrate","UATC","C10AB06","http://purl.bioontology.org/ontology/UATC/C10AB06"
"atenolol and other diuretics","atenolol and other diuretics","UATC","C07CB03","http://purl.bioontology.org/ontology/UATC/C07CB03"
"Hydroxyquinoline derivatives for amoebiasis and other protozoal diseases","Hydroxyquinoline derivatives for amoebiasis and other protozoal diseases","UATC","P01AA","http://purl.bioontology.org/ontology/UATC/P01AA"
"crisaborole","crisaborole","UATC","D11AH06","http://purl.bioontology.org/ontology/UATC/D11AH06"
"technetium (99mTc) hynic-octreotide","technetium (99mTc) hynic-octreotide","UATC","V09IA07","http://purl.bioontology.org/ontology/UATC/V09IA07"
"sacrosidase","sacrosidase","UATC","A16AB06","http://purl.bioontology.org/ontology/UATC/A16AB06"
"prednisolone and mydriatics","prednisolone and mydriatics","UATC","S01BB02","http://purl.bioontology.org/ontology/UATC/S01BB02"
"pomalidomide","pomalidomide","UATC","L04AX06","http://purl.bioontology.org/ontology/UATC/L04AX06"
"prulifloxacin","prulifloxacin","UATC","J01MA17","http://purl.bioontology.org/ontology/UATC/J01MA17"
"caffeine and sodium benzoate","caffeine and sodium benzoate","UATC","V04CG30","http://purl.bioontology.org/ontology/UATC/V04CG30"
"formoterol, glycopyrronium bromide and beclometasone","formoterol, glycopyrronium bromide and beclometasone","UATC","R03AL09","http://purl.bioontology.org/ontology/UATC/R03AL09"
"THROAT PREPARATIONS","THROAT PREPARATIONS","UATC","R02A","http://purl.bioontology.org/ontology/UATC/R02A"
"polynoxylin","polynoxylin","UATC","D01AE05","http://purl.bioontology.org/ontology/UATC/D01AE05"
"prednisolone and antibiotics","prednisolone and antibiotics","UATC","D07CA03","http://purl.bioontology.org/ontology/UATC/D07CA03"
"senna glycosides","senna glycosides","UATC","A06AB06","http://purl.bioontology.org/ontology/UATC/A06AB06"
"silymarin","silymarin","UATC","A05BA03","http://purl.bioontology.org/ontology/UATC/A05BA03"
"bemegride","bemegride","UATC","R07AB05","http://purl.bioontology.org/ontology/UATC/R07AB05"
"nifedipine, combinations","nifedipine, combinations","UATC","C08CA55","http://purl.bioontology.org/ontology/UATC/C08CA55"
"pixantrone","pixantrone","UATC","L01DB11","http://purl.bioontology.org/ontology/UATC/L01DB11"
"CARDIAC GLYCOSIDES","CARDIAC GLYCOSIDES","UATC","C01A","http://purl.bioontology.org/ontology/UATC/C01A"
"Indium-111 inflammation and infection detection radiopharmaceuticals","Indium-111 inflammation and infection detection radiopharmaceuticals","UATC","V09HB","http://purl.bioontology.org/ontology/UATC/V09HB"
"Rota virus diarrhea vaccines","Rota virus diarrhea vaccines","UATC","J07BH","http://purl.bioontology.org/ontology/UATC/J07BH"
"levonorgestrel and estrogen","levonorgestrel and estrogen","UATC","G03FA11","http://purl.bioontology.org/ontology/UATC/G03FA11"
"melevodopa and decarboxylase inhibitor","melevodopa and decarboxylase inhibitor","UATC","N04BA05","http://purl.bioontology.org/ontology/UATC/N04BA05"
"Anatomical Structure","Anatomical Structure","STY","T017","http://purl.bioontology.org/ontology/STY/T017"
"isotretinoin","isotretinoin","UATC","D10BA01","http://purl.bioontology.org/ontology/UATC/D10BA01"
"GONADOTROPINS AND OTHER OVULATION STIMULANTS","GONADOTROPINS AND OTHER OVULATION STIMULANTS","UATC","G03G","http://purl.bioontology.org/ontology/UATC/G03G"
"Respiratory stimulants","Respiratory stimulants","UATC","R07AB","http://purl.bioontology.org/ontology/UATC/R07AB"
"Other blood glucose lowering drugs, excl. insulins in ATC","Other blood glucose lowering drugs, excl. insulins in ATC","UATC","A10BX","http://purl.bioontology.org/ontology/UATC/A10BX"
"pethidine and antispasmodics","pethidine and antispasmodics","UATC","N02AG03","http://purl.bioontology.org/ontology/UATC/N02AG03"
"betamethasone and antiseptics","betamethasone and antiseptics","UATC","D07BC01","http://purl.bioontology.org/ontology/UATC/D07BC01"
"ertapenem","ertapenem","UATC","J01DH03","http://purl.bioontology.org/ontology/UATC/J01DH03"
"pyrantel","pyrantel","UATC","P02CC01","http://purl.bioontology.org/ontology/UATC/P02CC01"
"Viscoelastic substances","Viscoelastic substances","UATC","S01KA","http://purl.bioontology.org/ontology/UATC/S01KA"
"tropatepine","tropatepine","UATC","N04AA12","http://purl.bioontology.org/ontology/UATC/N04AA12"
"bacitracin","bacitracin","UATC","J01XX10","http://purl.bioontology.org/ontology/UATC/J01XX10"
"dimefline","dimefline","UATC","R07AB08","http://purl.bioontology.org/ontology/UATC/R07AB08"
"tegafur, combinations","tegafur, combinations","UATC","L01BC53","http://purl.bioontology.org/ontology/UATC/L01BC53"
"buclizine","buclizine","UATC","R06AE01","http://purl.bioontology.org/ontology/UATC/R06AE01"
"metformin and dapagliflozin","metformin and dapagliflozin","UATC","A10BD15","http://purl.bioontology.org/ontology/UATC/A10BD15"
"Amino acids/carbohydrates/minerals/vitamins, combinations","Amino acids/carbohydrates/minerals/vitamins, combinations","UATC","V06DE","http://purl.bioontology.org/ontology/UATC/V06DE"
"chloropyramine","chloropyramine","UATC","R06AC03","http://purl.bioontology.org/ontology/UATC/R06AC03"
"magnesium lactate","magnesium lactate","UATC","A12CC06","http://purl.bioontology.org/ontology/UATC/A12CC06"
"theobromine","theobromine","UATC","R03DA07","http://purl.bioontology.org/ontology/UATC/R03DA07"
"tiratricol","tiratricol","UATC","H03AA04","http://purl.bioontology.org/ontology/UATC/H03AA04"
"nicotinyl alcohol","nicotinyl alcohol","UATC","C04AC02","http://purl.bioontology.org/ontology/UATC/C04AC02"
"metformin and gemigliptin","metformin and gemigliptin","UATC","A10BD18","http://purl.bioontology.org/ontology/UATC/A10BD18"
"bambuterol","bambuterol","UATC","R03CC12","http://purl.bioontology.org/ontology/UATC/R03CC12"
"artesunate and amodiaquine","artesunate and amodiaquine","UATC","P01BF03","http://purl.bioontology.org/ontology/UATC/P01BF03"
"fluoxetine and psycholeptics","fluoxetine and psycholeptics","UATC","N06CA03","http://purl.bioontology.org/ontology/UATC/N06CA03"
"bisoxatin","bisoxatin","UATC","A06AB09","http://purl.bioontology.org/ontology/UATC/A06AB09"
"ANTITREMATODALS","ANTITREMATODALS","UATC","P02B","http://purl.bioontology.org/ontology/UATC/P02B"
"dantron, combinations","dantron, combinations","UATC","A06AB53","http://purl.bioontology.org/ontology/UATC/A06AB53"
"nikethamide, combinations","nikethamide, combinations","UATC","R07AB52","http://purl.bioontology.org/ontology/UATC/R07AB52"
"dexfenfluramine","dexfenfluramine","UATC","A08AA04","http://purl.bioontology.org/ontology/UATC/A08AA04"
"tetragalacturonic acid hydroxymethylester","tetragalacturonic acid hydroxymethylester","UATC","B02BC03","http://purl.bioontology.org/ontology/UATC/B02BC03"
"pioglitazone","pioglitazone","UATC","A10BG03","http://purl.bioontology.org/ontology/UATC/A10BG03"
"iloprost","iloprost","UATC","B01AC11","http://purl.bioontology.org/ontology/UATC/B01AC11"
"Sodium supplements","Sodium supplements","UATC","A12CA","http://purl.bioontology.org/ontology/UATC/A12CA"
"methoxamine","methoxamine","UATC","C01CA10","http://purl.bioontology.org/ontology/UATC/C01CA10"
"hachimycin","hachimycin","UATC","J02AA02","http://purl.bioontology.org/ontology/UATC/J02AA02"
"isoxsuprine","isoxsuprine","UATC","C04AA01","http://purl.bioontology.org/ontology/UATC/C04AA01"
"Vitamin","Vitamin","STY","T127","http://purl.bioontology.org/ontology/STY/T127"
"albendazole","albendazole","UATC","P02CA03","http://purl.bioontology.org/ontology/UATC/P02CA03"
"hydroxyprogesterone","hydroxyprogesterone","UATC","G03DA03","http://purl.bioontology.org/ontology/UATC/G03DA03"
"ramelteon","ramelteon","UATC","N05CH02","http://purl.bioontology.org/ontology/UATC/N05CH02"
"delapril","delapril","UATC","C09AA12","http://purl.bioontology.org/ontology/UATC/C09AA12"
"calcitonin (pork natural)","calcitonin (pork natural)","UATC","H05BA02","http://purl.bioontology.org/ontology/UATC/H05BA02"
"zofenopril","zofenopril","UATC","C09AA15","http://purl.bioontology.org/ontology/UATC/C09AA15"
"procarbazine","procarbazine","UATC","L01XB01","http://purl.bioontology.org/ontology/UATC/L01XB01"
"mianserin","mianserin","UATC","N06AX03","http://purl.bioontology.org/ontology/UATC/N06AX03"
"hexachlorophene","hexachlorophene","UATC","D08AE01","http://purl.bioontology.org/ontology/UATC/D08AE01"
"thrombin","thrombin","UATC","B02BC06","http://purl.bioontology.org/ontology/UATC/B02BC06"
"isotretinoin, combinations","isotretinoin, combinations","UATC","D10AD54","http://purl.bioontology.org/ontology/UATC/D10AD54"
"bleomycin","bleomycin","UATC","L01DC01","http://purl.bioontology.org/ontology/UATC/L01DC01"
"mesterolone","mesterolone","UATC","G03BB01","http://purl.bioontology.org/ontology/UATC/G03BB01"
"Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC","Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC","UATC","A02BX","http://purl.bioontology.org/ontology/UATC/A02BX"
"povidone-iodine","povidone-iodine","UATC","D08AG02","http://purl.bioontology.org/ontology/UATC/D08AG02"
"nifedipine","nifedipine","UATC","C08CA05","http://purl.bioontology.org/ontology/UATC/C08CA05"
"gadoteric acid","gadoteric acid","UATC","V08CA02","http://purl.bioontology.org/ontology/UATC/V08CA02"
"ethambutol and isoniazid","ethambutol and isoniazid","UATC","J04AM03","http://purl.bioontology.org/ontology/UATC/J04AM03"
"Selective beta-2-adrenoreceptor agonists, systemic","Selective beta-2-adrenoreceptor agonists, systemic","UATC","R03CC","http://purl.bioontology.org/ontology/UATC/R03CC"
"risedronic acid and colecalciferol","risedronic acid and colecalciferol","UATC","M05BB07","http://purl.bioontology.org/ontology/UATC/M05BB07"
"Quinoline derivatives, antiseptics and disinfectants","Quinoline derivatives, antiseptics and disinfectants","UATC","D08AH","http://purl.bioontology.org/ontology/UATC/D08AH"
"olmesartan medoxomil, amlodipine and hydrochlorothiazide","olmesartan medoxomil, amlodipine and hydrochlorothiazide","UATC","C09DX03","http://purl.bioontology.org/ontology/UATC/C09DX03"
"Solvents and diluting agents, incl. irrigating solutions","Solvents and diluting agents, incl. irrigating solutions","UATC","V07AB","http://purl.bioontology.org/ontology/UATC/V07AB"
"emetine, combinations","emetine, combinations","UATC","P01AX52","http://purl.bioontology.org/ontology/UATC/P01AX52"
"Wart and anti-corn preparations","Wart and anti-corn preparations","UATC","D11AF","http://purl.bioontology.org/ontology/UATC/D11AF"
"levofloxacin and ornidazole","levofloxacin and ornidazole","UATC","J01RA05","http://purl.bioontology.org/ontology/UATC/J01RA05"
"tuaminoheptane","tuaminoheptane","UATC","R01AA11","http://purl.bioontology.org/ontology/UATC/R01AA11"
"asunaprevir","asunaprevir","UATC","J05AP06","http://purl.bioontology.org/ontology/UATC/J05AP06"
"Beta blocking agents, non-selective, thiazides and other diuretics","Beta blocking agents, non-selective, thiazides and other diuretics","UATC","C07DA","http://purl.bioontology.org/ontology/UATC/C07DA"
"rifaximin","rifaximin","UATC","A07AA11","http://purl.bioontology.org/ontology/UATC/A07AA11"
"Protein kinase inhibitors, antineoplastic drugs","Protein kinase inhibitors, antineoplastic drugs","UATC","L01XE","http://purl.bioontology.org/ontology/UATC/L01XE"
"Other antiinflammatory therapeutic radiopharmaceuticals in ATC","Other antiinflammatory therapeutic radiopharmaceuticals in ATC","UATC","V10AX","http://purl.bioontology.org/ontology/UATC/V10AX"
"Drugs used in nicotine dependence","Drugs used in nicotine dependence","UATC","N07BA","http://purl.bioontology.org/ontology/UATC/N07BA"
"Combinations of antibacterials","Combinations of antibacterials","UATC","J01RA","http://purl.bioontology.org/ontology/UATC/J01RA"
"diiodohydroxyquinoline","diiodohydroxyquinoline","UATC","G01AC01","http://purl.bioontology.org/ontology/UATC/G01AC01"
"nicergoline","nicergoline","UATC","C04AE02","http://purl.bioontology.org/ontology/UATC/C04AE02"
"potassium permanganate","potassium permanganate","UATC","D08AX06","http://purl.bioontology.org/ontology/UATC/D08AX06"
"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS","MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS","UATC","M03A","http://purl.bioontology.org/ontology/UATC/M03A"
"mosapramine","mosapramine","UATC","N05AX10","http://purl.bioontology.org/ontology/UATC/N05AX10"
"Imidazole derivatives, intestinal antiinfectives","Imidazole derivatives, intestinal antiinfectives","UATC","A07AC","http://purl.bioontology.org/ontology/UATC/A07AC"
"INTESTINAL ADSORBENTS","INTESTINAL ADSORBENTS","UATC","A07B","http://purl.bioontology.org/ontology/UATC/A07B"
"medicinal charcoal, combinations","medicinal charcoal, combinations","UATC","A07BA51","http://purl.bioontology.org/ontology/UATC/A07BA51"
"Benzamide antipsychotics","Benzamide antipsychotics","UATC","N05AL","http://purl.bioontology.org/ontology/UATC/N05AL"
"tetracycline and oleandomycin","tetracycline and oleandomycin","UATC","J01RA08","http://purl.bioontology.org/ontology/UATC/J01RA08"
"benproperine","benproperine","UATC","R05DB02","http://purl.bioontology.org/ontology/UATC/R05DB02"
"various allergen extracts","various allergen extracts","UATC","V01AA20","http://purl.bioontology.org/ontology/UATC/V01AA20"
"hexapropymate","hexapropymate","UATC","N05CM10","http://purl.bioontology.org/ontology/UATC/N05CM10"
"technetium (99mTc) nanocolloid","technetium (99mTc) nanocolloid","UATC","V09EA03","http://purl.bioontology.org/ontology/UATC/V09EA03"
"NASAL DECONGESTANTS FOR SYSTEMIC USE","NASAL DECONGESTANTS FOR SYSTEMIC USE","UATC","R01B","http://purl.bioontology.org/ontology/UATC/R01B"
"desonide","desonide","UATC","S01BA11","http://purl.bioontology.org/ontology/UATC/S01BA11"
"ertugliflozin","ertugliflozin","UATC","A10BK04","http://purl.bioontology.org/ontology/UATC/A10BK04"
"potassium hydrogentartrate","potassium hydrogentartrate","UATC","A12BA03","http://purl.bioontology.org/ontology/UATC/A12BA03"
"immunocyanin","immunocyanin","UATC","L03AX10","http://purl.bioontology.org/ontology/UATC/L03AX10"
"perampanel","perampanel","UATC","N03AX22","http://purl.bioontology.org/ontology/UATC/N03AX22"
"Antiallergic nasal preparations for topical use, excl. corticosteroids","Antiallergic nasal preparations for topical use, excl. corticosteroids","UATC","R01AC","http://purl.bioontology.org/ontology/UATC/R01AC"
"Antiinflammatory agents, non-steroidal, ophthalmologic","Antiinflammatory agents, non-steroidal, ophthalmologic","UATC","S01BC","http://purl.bioontology.org/ontology/UATC/S01BC"
"tamoxifen","tamoxifen","UATC","L02BA01","http://purl.bioontology.org/ontology/UATC/L02BA01"
"Other anticestodals in ATC","Other anticestodals in ATC","UATC","P02DX","http://purl.bioontology.org/ontology/UATC/P02DX"
"potassium iodide","potassium iodide","UATC","R05CA02","http://purl.bioontology.org/ontology/UATC/R05CA02"
"ombitasvir, paritaprevir and ritonavir","ombitasvir, paritaprevir and ritonavir","UATC","J05AP53","http://purl.bioontology.org/ontology/UATC/J05AP53"
"calcium pantothenate","calcium pantothenate","UATC","D03AX04","http://purl.bioontology.org/ontology/UATC/D03AX04"
"peginterferon alfa-2a","peginterferon alfa-2a","UATC","L03AB11","http://purl.bioontology.org/ontology/UATC/L03AB11"
"sulfanilamide","sulfanilamide","UATC","D06BA05","http://purl.bioontology.org/ontology/UATC/D06BA05"
"palonosetron","palonosetron","UATC","A04AA05","http://purl.bioontology.org/ontology/UATC/A04AA05"
"Beta blocking agents and calcium channel blockers","Beta blocking agents and calcium channel blockers","UATC","C07FB","http://purl.bioontology.org/ontology/UATC/C07FB"
"Sulfonamides, ophthalmologic antiinfectives","Sulfonamides, ophthalmologic antiinfectives","UATC","S01AB","http://purl.bioontology.org/ontology/UATC/S01AB"
"lypressin","lypressin","UATC","H01BA03","http://purl.bioontology.org/ontology/UATC/H01BA03"
"cetiedil","cetiedil","UATC","C04AX26","http://purl.bioontology.org/ontology/UATC/C04AX26"
"acipimox","acipimox","UATC","C10AD06","http://purl.bioontology.org/ontology/UATC/C10AD06"
"ranibizumab","ranibizumab","UATC","S01LA04","http://purl.bioontology.org/ontology/UATC/S01LA04"
"dihydroergotamine, combinations","dihydroergotamine, combinations","UATC","N02CA51","http://purl.bioontology.org/ontology/UATC/N02CA51"
"Fluoroquinolone antibacterials, systemic","Fluoroquinolone antibacterials, systemic","UATC","J01MA","http://purl.bioontology.org/ontology/UATC/J01MA"
"Intermediate-acting sulfonamide combinations","Intermediate-acting sulfonamide combinations","UATC","J01EC20","http://purl.bioontology.org/ontology/UATC/J01EC20"
"ceruletide","ceruletide","UATC","V04CC04","http://purl.bioontology.org/ontology/UATC/V04CC04"
"Other anti-dementia drug combinations in ATC","Other anti-dementia drug combinations in ATC","UATC","N06DX30","http://purl.bioontology.org/ontology/UATC/N06DX30"
"dronedarone","dronedarone","UATC","C01BD07","http://purl.bioontology.org/ontology/UATC/C01BD07"
"nitroxoline","nitroxoline","UATC","J01XX07","http://purl.bioontology.org/ontology/UATC/J01XX07"
"irinotecan","irinotecan","UATC","L01XX19","http://purl.bioontology.org/ontology/UATC/L01XX19"
"sulfaphenazole","sulfaphenazole","UATC","J01ED08","http://purl.bioontology.org/ontology/UATC/J01ED08"
"mepacrine","mepacrine","UATC","P01AX05","http://purl.bioontology.org/ontology/UATC/P01AX05"
"coagulation factor X","coagulation factor X","UATC","B02BD13","http://purl.bioontology.org/ontology/UATC/B02BD13"
"cefotetan","cefotetan","UATC","J01DC05","http://purl.bioontology.org/ontology/UATC/J01DC05"
"ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS","ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS","UATC","A03C","http://purl.bioontology.org/ontology/UATC/A03C"
"fibrinolysin and desoxyribonuclease","fibrinolysin and desoxyribonuclease","UATC","B06AA02","http://purl.bioontology.org/ontology/UATC/B06AA02"
"IMMUNOSTIMULANTS","IMMUNOSTIMULANTS","UATC","L03A","http://purl.bioontology.org/ontology/UATC/L03A"
"ornidazole","ornidazole","UATC","P01AB03","http://purl.bioontology.org/ontology/UATC/P01AB03"
"cyclobarbital","cyclobarbital","UATC","N05CA10","http://purl.bioontology.org/ontology/UATC/N05CA10"
"Rubella vaccines","Rubella vaccines","UATC","J07BJ","http://purl.bioontology.org/ontology/UATC/J07BJ"
"loracarbef","loracarbef","UATC","J01DC08","http://purl.bioontology.org/ontology/UATC/J01DC08"
"eperisone","eperisone","UATC","M03BX09","http://purl.bioontology.org/ontology/UATC/M03BX09"
"aldesleukin","aldesleukin","UATC","L03AC01","http://purl.bioontology.org/ontology/UATC/L03AC01"
"ipilimumab","ipilimumab","UATC","L01XC11","http://purl.bioontology.org/ontology/UATC/L01XC11"
"rescinnamine and diuretics","rescinnamine and diuretics","UATC","C02LA02","http://purl.bioontology.org/ontology/UATC/C02LA02"
"Purine derivatives, peripheral vasodilators","Purine derivatives, peripheral vasodilators","UATC","C04AD","http://purl.bioontology.org/ontology/UATC/C04AD"
"cetrorelix","cetrorelix","UATC","H01CC02","http://purl.bioontology.org/ontology/UATC/H01CC02"
"sermorelin","sermorelin","UATC","H01AC04","http://purl.bioontology.org/ontology/UATC/H01AC04"
"boceprevir","boceprevir","UATC","J05AP03","http://purl.bioontology.org/ontology/UATC/J05AP03"
"bumetanide and potassium-sparing agents","bumetanide and potassium-sparing agents","UATC","C03EB02","http://purl.bioontology.org/ontology/UATC/C03EB02"
"Phenylpiperidine derivatives, opioid analgesics","Phenylpiperidine derivatives, opioid analgesics","UATC","N02AB","http://purl.bioontology.org/ontology/UATC/N02AB"
"Second-generation cephalosporins","Second-generation cephalosporins","UATC","J01DC","http://purl.bioontology.org/ontology/UATC/J01DC"
"golimumab","golimumab","UATC","L04AB06","http://purl.bioontology.org/ontology/UATC/L04AB06"
"hydrocortisone","hydrocortisone","UATC","H02AB09","http://purl.bioontology.org/ontology/UATC/H02AB09"
"anthrax antigen","anthrax antigen","UATC","J07AC01","http://purl.bioontology.org/ontology/UATC/J07AC01"
"pramipexole","pramipexole","UATC","N04BC05","http://purl.bioontology.org/ontology/UATC/N04BC05"
"eribulin","eribulin","UATC","L01XX41","http://purl.bioontology.org/ontology/UATC/L01XX41"
"iprindole","iprindole","UATC","N06AA13","http://purl.bioontology.org/ontology/UATC/N06AA13"
"carbasalate calcium","carbasalate calcium","UATC","B01AC08","http://purl.bioontology.org/ontology/UATC/B01AC08"
"etoricoxib","etoricoxib","UATC","M01AH05","http://purl.bioontology.org/ontology/UATC/M01AH05"
"lithium succinate","lithium succinate","UATC","D11AX04","http://purl.bioontology.org/ontology/UATC/D11AX04"
"levamisole","levamisole","UATC","P02CE01","http://purl.bioontology.org/ontology/UATC/P02CE01"
"propanol","propanol","UATC","D08AX03","http://purl.bioontology.org/ontology/UATC/D08AX03"
"chymopapain","chymopapain","UATC","M09AB01","http://purl.bioontology.org/ontology/UATC/M09AB01"
"chlortalidone","chlortalidone","UATC","C03BA04","http://purl.bioontology.org/ontology/UATC/C03BA04"
"nalidixic acid","nalidixic acid","UATC","J01MB02","http://purl.bioontology.org/ontology/UATC/J01MB02"
"pipradrol","pipradrol","UATC","N06BX15","http://purl.bioontology.org/ontology/UATC/N06BX15"
"methylprednisolone, combinations","methylprednisolone, combinations","UATC","H02BX01","http://purl.bioontology.org/ontology/UATC/H02BX01"
"benzyl alcohol","benzyl alcohol","UATC","P03AX06","http://purl.bioontology.org/ontology/UATC/P03AX06"
"melarsoprol","melarsoprol","UATC","P01CD01","http://purl.bioontology.org/ontology/UATC/P01CD01"
"fentiazac","fentiazac","UATC","M02AA14","http://purl.bioontology.org/ontology/UATC/M02AA14"
"tavaborole","tavaborole","UATC","D01AE24","http://purl.bioontology.org/ontology/UATC/D01AE24"
"dimetindene","dimetindene","UATC","R06AB03","http://purl.bioontology.org/ontology/UATC/R06AB03"
"Antidepressants in combination with psycholeptics","Antidepressants in combination with psycholeptics","UATC","N06CA","http://purl.bioontology.org/ontology/UATC/N06CA"
"Various thyroid diagnostic radiopharmaceuticals","Various thyroid diagnostic radiopharmaceuticals","UATC","V09FX","http://purl.bioontology.org/ontology/UATC/V09FX"
"Other mineral products in ATC","Other mineral products in ATC","UATC","A12CX","http://purl.bioontology.org/ontology/UATC/A12CX"
"icatibant","icatibant","UATC","B06AC02","http://purl.bioontology.org/ontology/UATC/B06AC02"
"prothipendyl","prothipendyl","UATC","N05AX07","http://purl.bioontology.org/ontology/UATC/N05AX07"
"attapulgite","attapulgite","UATC","A07BC04","http://purl.bioontology.org/ontology/UATC/A07BC04"
"aminomethylbenzoic acid","aminomethylbenzoic acid","UATC","B02AA03","http://purl.bioontology.org/ontology/UATC/B02AA03"
"combinations of rauwolfia alkoloids, combinations","combinations of rauwolfia alkoloids, combinations","UATC","C02AA53","http://purl.bioontology.org/ontology/UATC/C02AA53"
"diprophylline","diprophylline","UATC","R03DA01","http://purl.bioontology.org/ontology/UATC/R03DA01"
"tetracycline","tetracycline","UATC","S03AA02","http://purl.bioontology.org/ontology/UATC/S03AA02"
"Other selective calcium channel blockers with mainly vascular effects in ATC","Other selective calcium channel blockers with mainly vascular effects in ATC","UATC","C08CX","http://purl.bioontology.org/ontology/UATC/C08CX"
"phenazone, combinations excl. psycholeptics","phenazone, combinations excl. psycholeptics","UATC","N02BB51","http://purl.bioontology.org/ontology/UATC/N02BB51"
"thiopropazate","thiopropazate","UATC","N05AB05","http://purl.bioontology.org/ontology/UATC/N05AB05"
"olodaterol","olodaterol","UATC","R03AC19","http://purl.bioontology.org/ontology/UATC/R03AC19"
"calcium glucoheptonate","calcium glucoheptonate","UATC","A12AA10","http://purl.bioontology.org/ontology/UATC/A12AA10"
"Benzomorphan derivative analgesics","Benzomorphan derivative analgesics","UATC","N02AD","http://purl.bioontology.org/ontology/UATC/N02AD"
"doxacurium chloride","doxacurium chloride","UATC","M03AC07","http://purl.bioontology.org/ontology/UATC/M03AC07"
"moxestrol","moxestrol","UATC","G03CB04","http://purl.bioontology.org/ontology/UATC/G03CB04"
"sodium iodide (131I)","sodium iodide (131I)","UATC","V10XA01","http://purl.bioontology.org/ontology/UATC/V10XA01"
"Heparins or heparinoids for topical use","Heparins or heparinoids for topical use","UATC","C05BA","http://purl.bioontology.org/ontology/UATC/C05BA"
"avatrombopag","avatrombopag","UATC","B02BX08","http://purl.bioontology.org/ontology/UATC/B02BX08"
"calcium citrate","calcium citrate","UATC","A12AA13","http://purl.bioontology.org/ontology/UATC/A12AA13"
"ibrutinib","ibrutinib","UATC","L01XE27","http://purl.bioontology.org/ontology/UATC/L01XE27"
"Phenothiazines with piperazine structure, antipsychotics","Phenothiazines with piperazine structure, antipsychotics","UATC","N05AB","http://purl.bioontology.org/ontology/UATC/N05AB"
"nystatin","nystatin","UATC","D01AA01","http://purl.bioontology.org/ontology/UATC/D01AA01"
"Enzymes, peripheral vasodilators","Enzymes, peripheral vasodilators","UATC","C04AF","http://purl.bioontology.org/ontology/UATC/C04AF"
"emtricitabine, tenofovir alafenamide and rilpivirine","emtricitabine, tenofovir alafenamide and rilpivirine","UATC","J05AR19","http://purl.bioontology.org/ontology/UATC/J05AR19"
"thioproperazine","thioproperazine","UATC","N05AB08","http://purl.bioontology.org/ontology/UATC/N05AB08"
"fluoxymesterone","fluoxymesterone","UATC","G03BA01","http://purl.bioontology.org/ontology/UATC/G03BA01"
"aclarubicin","aclarubicin","UATC","L01DB04","http://purl.bioontology.org/ontology/UATC/L01DB04"
"pecilocin","pecilocin","UATC","D01AA04","http://purl.bioontology.org/ontology/UATC/D01AA04"
"Quaternary ammonium compounds, antiseptics and disinfectants","Quaternary ammonium compounds, antiseptics and disinfectants","UATC","D08AJ","http://purl.bioontology.org/ontology/UATC/D08AJ"
"yttrium (90Y) silicate colloid","yttrium (90Y) silicate colloid","UATC","V10AA03","http://purl.bioontology.org/ontology/UATC/V10AA03"
"acetylcholine","acetylcholine","UATC","S01EB09","http://purl.bioontology.org/ontology/UATC/S01EB09"
"satraplatin","satraplatin","UATC","L01XA04","http://purl.bioontology.org/ontology/UATC/L01XA04"
"magnesium gluconate","magnesium gluconate","UATC","A12CC03","http://purl.bioontology.org/ontology/UATC/A12CC03"
"pyrethrum","pyrethrum","UATC","P03AC01","http://purl.bioontology.org/ontology/UATC/P03AC01"
"trapidil","trapidil","UATC","C01DX11","http://purl.bioontology.org/ontology/UATC/C01DX11"
"vinblastine","vinblastine","UATC","L01CA01","http://purl.bioontology.org/ontology/UATC/L01CA01"
"ifosfamide","ifosfamide","UATC","L01AA06","http://purl.bioontology.org/ontology/UATC/L01AA06"
"sulfatolamide","sulfatolamide","UATC","G01AE01","http://purl.bioontology.org/ontology/UATC/G01AE01"
"dapiprazole","dapiprazole","UATC","S01EX02","http://purl.bioontology.org/ontology/UATC/S01EX02"
"Blood tests, auxiliary products","Blood tests, auxiliary products","UATC","V07AD","http://purl.bioontology.org/ontology/UATC/V07AD"
"Belladonna alkaloids, tertiary amines for functional gastrointestinal disorders","Belladonna alkaloids, tertiary amines for functional gastrointestinal disorders","UATC","A03BA","http://purl.bioontology.org/ontology/UATC/A03BA"
"misoprostol","misoprostol","UATC","G02AD06","http://purl.bioontology.org/ontology/UATC/G02AD06"
"proscillaridin, combinations","proscillaridin, combinations","UATC","C01AB51","http://purl.bioontology.org/ontology/UATC/C01AB51"
"heparin","heparin","UATC","B01AB01","http://purl.bioontology.org/ontology/UATC/B01AB01"
"mannitol","mannitol","UATC","B05CX04","http://purl.bioontology.org/ontology/UATC/B05CX04"
