value,description,codesystem,code,iri
"The Nightingale Study Biobank","The Nightingale Study Biobank","BBMRI-ERIC","NL_AAAACXPLBYGYCACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPLBYGYCACQK2ME25QAAE"
"TRAILS biobank","TRAILS biobank","BBMRI-ERIC","NL_AAAACXO74P6CWACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXO74P6CWACQK2ME25QAAE"
"Tuberculosis Indonesia Biobank","Tuberculosis Indonesia Biobank","BBMRI-ERIC","NL_AAAACXPFV6EUKACQK2ME25QAAM","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFV6EUKACQK2ME25QAAM"
"UMCG Research Data and Biobanking Team","UMCG Research Data and Biobanking Team","BBMRI-ERIC","NL_AAAACXPASAS2AACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPASAS2AACQK2ME25QAAE"
"Utrecht Clamp Cohort Biobank","Utrecht Clamp Cohort Biobank","BBMRI-ERIC","NL_AAAACXPFOKGE6ACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFOKGE6ACQK2ME25QAAE"
"Utrecht Coronary Biobank","Utrecht Coronary Biobank","BBMRI-ERIC","NL_aaaaczwpyvddcacqk2mo6qaaae","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaaczwpyvddcacqk2mo6qaaae"
"Utrecht Depression Epidemiology Study Biobank","Utrecht Depression Epidemiology Study Biobank","BBMRI-ERIC","NL_AAAACXPFPWGMSACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFPWGMSACQK2ME25QAAE"
"U-TWIN Biobank","U-TWIN Biobank","BBMRI-ERIC","NL_AAAACXPKIFC32ACQK2ME25QAAM","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKIFC32ACQK2ME25QAAM"
"Vascular Disease Biobank","Vascular Disease Biobank","BBMRI-ERIC","NL_AAAACXPRAIR7CACQK2ME25QAAI","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRAIR7CACQK2ME25QAAI"
"Vrije Unversiteit Medisch Centrum Bacteriele Meningitis","Vrije Unversiteit Medisch Centrum Bacteriele Meningitis","BBMRI-ERIC","NL_AAAACXPAGSMBGACQK2ME25QAAI","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPAGSMBGACQK2ME25QAAI"
"Vrije Unversiteit Medisch Centrum Bacteriele Meningitis Biobank","Vrije Unversiteit Medisch Centrum Bacteriele Meningitis Biobank","BBMRI-ERIC","NL_AAAACXPFX7P3EACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFX7P3EACQK2ME25QAAE"
"Wageningen University Research Biobank","Wageningen University Research Biobank","BBMRI-ERIC","NL_AAAACW5ELBQ4WZSUAVNCZ2AAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACW5ELBQ4WZSUAVNCZ2AAAE"
"WHISTLER Biobank","WHISTLER Biobank","BBMRI-ERIC","NL_AAAACXPKLWV6CACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKLWV6CACQK2ME25QAAE"
"Zutphen Biobank","Zutphen Biobank","BBMRI-ERIC","NL_AAAACXPRBD7XQACQK2ME25QAAE","https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRBD7XQACQK2ME25QAAE"
"VU medisch centrum (VUMC), Amsterdam","VU medisch centrum (VUMC), Amsterdam","FG","0000015","https://w3id.org/fair-genomes/resource/FG_0000015"
"Academisch Medisch Centrum (AMC), Amsterdam","Academisch Medisch Centrum (AMC), Amsterdam","FG","0000016","https://w3id.org/fair-genomes/resource/FG_0000016"
"Universitair Medisch Centrum Groningen (UMCG), Groningen","Universitair Medisch Centrum Groningen (UMCG), Groningen","FG","0000017","https://w3id.org/fair-genomes/resource/FG_0000017"
"Universitair Medisch Centrum Utrecht (UMCU), Utrecht","Universitair Medisch Centrum Utrecht (UMCU), Utrecht","FG","0000018","https://w3id.org/fair-genomes/resource/FG_0000018"
"Leids Universitair Medisch Centrum (LUMC), Leiden","Leids Universitair Medisch Centrum (LUMC), Leiden","FG","0000019","https://w3id.org/fair-genomes/resource/FG_0000019"
"Radboud University Nijmegen Medical Centre, Nijmegen","Radboud University Nijmegen Medical Centre, Nijmegen","FG","0000020","https://w3id.org/fair-genomes/resource/FG_0000020"
"Maastricht Universitair Medisch Centrum (MUMC+) Maastricht","Maastricht Universitair Medisch Centrum (MUMC+) Maastricht","FG","0000021","https://w3id.org/fair-genomes/resource/FG_0000021"
"Erasmus MC, Rotterdam","Erasmus MC, Rotterdam","FG","0000022","https://w3id.org/fair-genomes/resource/FG_0000022"
"Albert Schweitzer Ziekenhuis, Dordrecht","Albert Schweitzer Ziekenhuis, Dordrecht","FG","0000023","https://w3id.org/fair-genomes/resource/FG_0000023"
"Amphia Ziekenhuis, Breda","Amphia Ziekenhuis, Breda","FG","0000024","https://w3id.org/fair-genomes/resource/FG_0000024"
"Canisius-Wilhelemina Ziekenhuis, Nijmegen","Canisius-Wilhelemina Ziekenhuis, Nijmegen","FG","0000025","https://w3id.org/fair-genomes/resource/FG_0000025"
"Catharina Ziekenhuis, Eindhoven","Catharina Ziekenhuis, Eindhoven","FG","0000026","https://w3id.org/fair-genomes/resource/FG_0000026"
"Deventer Ziekenhuis, Deventer","Deventer Ziekenhuis, Deventer","FG","0000027","https://w3id.org/fair-genomes/resource/FG_0000027"
"Elisabeth-TweeSteden Ziekenhuis Tilburg, Tilburg","Elisabeth-TweeSteden Ziekenhuis Tilburg, Tilburg","FG","0000028","https://w3id.org/fair-genomes/resource/FG_0000028"
"Franciscus Gasthuis & Vlietland, Rotterdam","Franciscus Gasthuis & Vlietland, Rotterdam","FG","0000029","https://w3id.org/fair-genomes/resource/FG_0000029"
"Gelre ziekenhuizen, Apeldoorn","Gelre ziekenhuizen, Apeldoorn","FG","0000030","https://w3id.org/fair-genomes/resource/FG_0000030"
"Haaglanden Medisch Centrum (Westeinde location), The Hague","Haaglanden Medisch Centrum (Westeinde location), The Hague","FG","0000031","https://w3id.org/fair-genomes/resource/FG_0000031"
"HagaZiekenhuis, The Hague","HagaZiekenhuis, The Hague","FG","0000032","https://w3id.org/fair-genomes/resource/FG_0000032"
"Isala Klinieken, Zwolle","Isala Klinieken, Zwolle","FG","0000033","https://w3id.org/fair-genomes/resource/FG_0000033"
"Jeroen Bosch Ziekenhuis, Den Bosch","Jeroen Bosch Ziekenhuis, Den Bosch","FG","0000034","https://w3id.org/fair-genomes/resource/FG_0000034"
"Maasstad Ziekenhuis, Rotterdam","Maasstad Ziekenhuis, Rotterdam","FG","0000035","https://w3id.org/fair-genomes/resource/FG_0000035"
"Martini Ziekenhuis, Groningen","Martini Ziekenhuis, Groningen","FG","0000036","https://w3id.org/fair-genomes/resource/FG_0000036"
"Maxima Medisch Centrum, Veldhoven","Maxima Medisch Centrum, Veldhoven","FG","0000037","https://w3id.org/fair-genomes/resource/FG_0000037"
"Meander Medisch Centrum, Amersfoort","Meander Medisch Centrum, Amersfoort","FG","0000038","https://w3id.org/fair-genomes/resource/FG_0000038"
"Medisch Centrum Leeuwarden, Leeuwarden","Medisch Centrum Leeuwarden, Leeuwarden","FG","0000039","https://w3id.org/fair-genomes/resource/FG_0000039"
"Medisch Spectrum Twente, Enschede","Medisch Spectrum Twente, Enschede","FG","0000040","https://w3id.org/fair-genomes/resource/FG_0000040"
"Noordwest Ziekenhuisgroep, Alkmaar","Noordwest Ziekenhuisgroep, Alkmaar","FG","0000041","https://w3id.org/fair-genomes/resource/FG_0000041"
"OLVG, Amsterdam","OLVG, Amsterdam","FG","0000042","https://w3id.org/fair-genomes/resource/FG_0000042"
"Reinier de Graaf ziekenhuis, Delft","Reinier de Graaf ziekenhuis, Delft","FG","0000043","https://w3id.org/fair-genomes/resource/FG_0000043"
"Rijnstate, Arnhem","Rijnstate, Arnhem","FG","0000044","https://w3id.org/fair-genomes/resource/FG_0000044"
"Spaarne Gasthuis, Haarlem","Spaarne Gasthuis, Haarlem","FG","0000045","https://w3id.org/fair-genomes/resource/FG_0000045"
"St. Antonius Ziekenhuis, Nieuwegein and Utrecht","St. Antonius Ziekenhuis, Nieuwegein and Utrecht","FG","0000046","https://w3id.org/fair-genomes/resource/FG_0000046"
"VieCurie Medisch centrum voor Noord Limburg, Venlo","VieCurie Medisch centrum voor Noord Limburg, Venlo","FG","0000047","https://w3id.org/fair-genomes/resource/FG_0000047"
"Zuyderland Medisch Centrum, Heerlen","Zuyderland Medisch Centrum, Heerlen","FG","0000048","https://w3id.org/fair-genomes/resource/FG_0000048"
"Scheperziekenhuis, Emmen","Scheperziekenhuis, Emmen","FG","0000049","https://w3id.org/fair-genomes/resource/FG_0000049"
"Wilhelminaziekenhuis, Assen","Wilhelminaziekenhuis, Assen","FG","0000050","https://w3id.org/fair-genomes/resource/FG_0000050"
"Ziekenhuis Bethesda, Hoogeveen","Ziekenhuis Bethesda, Hoogeveen","FG","0000051","https://w3id.org/fair-genomes/resource/FG_0000051"
"Diaconessenhuis, Meppel","Diaconessenhuis, Meppel","FG","0000052","https://w3id.org/fair-genomes/resource/FG_0000052"
"Flevoziekenhuis, Almere","Flevoziekenhuis, Almere","FG","0000053","https://w3id.org/fair-genomes/resource/FG_0000053"
"Zuiderzeeziekenhuis, Lelystad","Zuiderzeeziekenhuis, Lelystad","FG","0000054","https://w3id.org/fair-genomes/resource/FG_0000054"
"Dokter J.H. Jansenziekenhuis, Emmeloord","Dokter J.H. Jansenziekenhuis, Emmeloord","FG","0000055","https://w3id.org/fair-genomes/resource/FG_0000055"
"Nijsmellinghe Ziekenhuis, Drachten","Nijsmellinghe Ziekenhuis, Drachten","FG","0000056","https://w3id.org/fair-genomes/resource/FG_0000056"
"Ziekenhuis De Tjongerschans, Heerenveen","Ziekenhuis De Tjongerschans, Heerenveen","FG","0000057","https://w3id.org/fair-genomes/resource/FG_0000057"
"Medisch Centrum Leeuwarden (MCL), Leeuwarden","Medisch Centrum Leeuwarden (MCL), Leeuwarden","FG","0000058","https://w3id.org/fair-genomes/resource/FG_0000058"
"Antonius Ziekenhuis, Sneek","Antonius Ziekenhuis, Sneek","FG","0000059","https://w3id.org/fair-genomes/resource/FG_0000059"
"Gelre Hospitals|Gelre Ziekenhuizen, Spittaal, Zutphen","Gelre Hospitals|Gelre Ziekenhuizen, Spittaal, Zutphen","FG","0000060","https://w3id.org/fair-genomes/resource/FG_0000060"
"Slingeland Ziekenhuis, Doetinchem","Slingeland Ziekenhuis, Doetinchem","FG","0000061","https://w3id.org/fair-genomes/resource/FG_0000061"
"Streekziekenhuis Koningin Beatrix, Winterswijk","Streekziekenhuis Koningin Beatrix, Winterswijk","FG","0000062","https://w3id.org/fair-genomes/resource/FG_0000062"
"Streekziekenhuis Rivierenland, Tiel","Streekziekenhuis Rivierenland, Tiel","FG","0000063","https://w3id.org/fair-genomes/resource/FG_0000063"
"Ziekenhuis Velp, Velp","Ziekenhuis Velp, Velp","FG","0000064","https://w3id.org/fair-genomes/resource/FG_0000064"
"Ziekenhuis Zevenaar, Zevenaar","Ziekenhuis Zevenaar, Zevenaar","FG","0000065","https://w3id.org/fair-genomes/resource/FG_0000065"
"Ziekenhuis Gelderse Vallei, Ede","Ziekenhuis Gelderse Vallei, Ede","FG","0000066","https://w3id.org/fair-genomes/resource/FG_0000066"
"Ziekenhuis Sint Jansdal, Harderwijk","Ziekenhuis Sint Jansdal, Harderwijk","FG","0000067","https://w3id.org/fair-genomes/resource/FG_0000067"
"Delfzicht Ziekenhuis, Delfzijl","Delfzicht Ziekenhuis, Delfzijl","FG","0000068","https://w3id.org/fair-genomes/resource/FG_0000068"
"Refaja Ziekenhuis, Stadskanaal","Refaja Ziekenhuis, Stadskanaal","FG","0000069","https://w3id.org/fair-genomes/resource/FG_0000069"
"Martiniziekenhuis, Groningen","Martiniziekenhuis, Groningen","FG","0000070","https://w3id.org/fair-genomes/resource/FG_0000070"
"Sint Lucas Ziekenhuis, Winschoten","Sint Lucas Ziekenhuis, Winschoten","FG","0000071","https://w3id.org/fair-genomes/resource/FG_0000071"
"Atrium Medisch Centrum, Heerlen","Atrium Medisch Centrum, Heerlen","FG","0000072","https://w3id.org/fair-genomes/resource/FG_0000072"
"Vie Curie Medisch Centrum, Venlo/Venray","Vie Curie Medisch Centrum, Venlo/Venray","FG","0000073","https://w3id.org/fair-genomes/resource/FG_0000073"
"Orbis Medisch Centrum, Sittard","Orbis Medisch Centrum, Sittard","FG","0000074","https://w3id.org/fair-genomes/resource/FG_0000074"
"St. Jans Gasthuis, Weert","St. Jans Gasthuis, Weert","FG","0000075","https://w3id.org/fair-genomes/resource/FG_0000075"
"Laurentius Ziekenhuis, Roermond","Laurentius Ziekenhuis, Roermond","FG","0000076","https://w3id.org/fair-genomes/resource/FG_0000076"
"Ziekenhuis Lievensberg, Bergen op Zoom","Ziekenhuis Lievensberg, Bergen op Zoom","FG","0000077","https://w3id.org/fair-genomes/resource/FG_0000077"
"Amphia Hospital, Breda","Amphia Hospital, Breda","FG","0000078","https://w3id.org/fair-genomes/resource/FG_0000078"
"Catharina-Ziekenhuis, Eindhoven","Catharina-Ziekenhuis, Eindhoven","FG","0000079","https://w3id.org/fair-genomes/resource/FG_0000079"
"Máxima Medisch Centrum, Eindhoven","Máxima Medisch Centrum, Eindhoven","FG","0000080","https://w3id.org/fair-genomes/resource/FG_0000080"
"Elkerliek ziekenhuis, Helmond","Elkerliek ziekenhuis, Helmond","FG","0000081","https://w3id.org/fair-genomes/resource/FG_0000081"
"Jeroen Bosch Ziekenhuis, 's-Hertogenbosch","Jeroen Bosch Ziekenhuis, 's-Hertogenbosch","FG","0000082","https://w3id.org/fair-genomes/resource/FG_0000082"
"Franciscus Ziekenhuis, Roosendaal","Franciscus Ziekenhuis, Roosendaal","FG","0000083","https://w3id.org/fair-genomes/resource/FG_0000083"
"St. Elisabeth Hospital, Tilburg","St. Elisabeth Hospital, Tilburg","FG","0000084","https://w3id.org/fair-genomes/resource/FG_0000084"
"TweeSteden Hospital, Tilburg","TweeSteden Hospital, Tilburg","FG","0000085","https://w3id.org/fair-genomes/resource/FG_0000085"
"Maasziekenhuis, Boxmeer","Maasziekenhuis, Boxmeer","FG","0000086","https://w3id.org/fair-genomes/resource/FG_0000086"
"Bernhoven Ziekenhuis, Uden","Bernhoven Ziekenhuis, Uden","FG","0000087","https://w3id.org/fair-genomes/resource/FG_0000087"
"Antoni van Leeuwenhoekziekenhuis (AVL)","Antoni van Leeuwenhoekziekenhuis (AVL)","FG","0000088","https://w3id.org/fair-genomes/resource/FG_0000088"
"Onze Lieve Vrouwe Gasthuis","Onze Lieve Vrouwe Gasthuis","FG","0000089","https://w3id.org/fair-genomes/resource/FG_0000089"
"BovenIJ Ziekenhuis","BovenIJ Ziekenhuis","FG","0000090","https://w3id.org/fair-genomes/resource/FG_0000090"
"Sint Lucas Andreas Ziekenhuis","Sint Lucas Andreas Ziekenhuis","FG","0000091","https://w3id.org/fair-genomes/resource/FG_0000091"
"Slotervaartziekenhuis","Slotervaartziekenhuis","FG","0000092","https://w3id.org/fair-genomes/resource/FG_0000092"
"Ziekenhuis Amstelland, Amstelveen","Ziekenhuis Amstelland, Amstelveen","FG","0000093","https://w3id.org/fair-genomes/resource/FG_0000093"
"Medical Center Alkmaar (MCA), Alkmaar","Medical Center Alkmaar (MCA), Alkmaar","FG","0000094","https://w3id.org/fair-genomes/resource/FG_0000094"
"Rode Kruis Ziekenhuis, Beverwijk","Rode Kruis Ziekenhuis, Beverwijk","FG","0000095","https://w3id.org/fair-genomes/resource/FG_0000095"
"Gemini Ziekenhuis, Den Helder","Gemini Ziekenhuis, Den Helder","FG","0000096","https://w3id.org/fair-genomes/resource/FG_0000096"
"Kennemer Gasthuis, Haarlem","Kennemer Gasthuis, Haarlem","FG","0000097","https://w3id.org/fair-genomes/resource/FG_0000097"
"Tergooi, Blaricum","Tergooi, Blaricum","FG","0000098","https://w3id.org/fair-genomes/resource/FG_0000098"
"Tergooi, Hilversum","Tergooi, Hilversum","FG","0000099","https://w3id.org/fair-genomes/resource/FG_0000099"
"Spaarne Ziekenhuis, Heemstede and Hoofddorp","Spaarne Ziekenhuis, Heemstede and Hoofddorp","FG","0000100","https://w3id.org/fair-genomes/resource/FG_0000100"
"Westfries Gasthuis, Hoorn","Westfries Gasthuis, Hoorn","FG","0000101","https://w3id.org/fair-genomes/resource/FG_0000101"
"Waterlandziekenhuis, Purmerend","Waterlandziekenhuis, Purmerend","FG","0000102","https://w3id.org/fair-genomes/resource/FG_0000102"
"Zaans Medisch Centrum, Zaandam","Zaans Medisch Centrum, Zaandam","FG","0000103","https://w3id.org/fair-genomes/resource/FG_0000103"
"Ziekenhuisgroep Twente, Almelo","Ziekenhuisgroep Twente, Almelo","FG","0000104","https://w3id.org/fair-genomes/resource/FG_0000104"
"Ziekenhuisgroep Twente, Hengelo","Ziekenhuisgroep Twente, Hengelo","FG","0000105","https://w3id.org/fair-genomes/resource/FG_0000105"
"Röpcke-Zweers Ziekenhuis, Hardenberg","Röpcke-Zweers Ziekenhuis, Hardenberg","FG","0000106","https://w3id.org/fair-genomes/resource/FG_0000106"
"St. Antonius Ziekenhuis Nieuwegein","St. Antonius Ziekenhuis Nieuwegein","FG","0000107","https://w3id.org/fair-genomes/resource/FG_0000107"
"St. Antonius Ziekenhuis Utrecht","St. Antonius Ziekenhuis Utrecht","FG","0000108","https://w3id.org/fair-genomes/resource/FG_0000108"
"Diakonessenhuis, Utrecht","Diakonessenhuis, Utrecht","FG","0000109","https://w3id.org/fair-genomes/resource/FG_0000109"
"Diakonessenhuis, Zeist","Diakonessenhuis, Zeist","FG","0000110","https://w3id.org/fair-genomes/resource/FG_0000110"
"Zuwe Hofpoort Ziekenhuis, Woerden","Zuwe Hofpoort Ziekenhuis, Woerden","FG","0000111","https://w3id.org/fair-genomes/resource/FG_0000111"
"Admiral de Ruyter Ziekenhuis, Goes Vlissingen","Admiral de Ruyter Ziekenhuis, Goes Vlissingen","FG","0000112","https://w3id.org/fair-genomes/resource/FG_0000112"
"Ziekenhuis Walcheren, Vlissingen","Ziekenhuis Walcheren, Vlissingen","FG","0000113","https://w3id.org/fair-genomes/resource/FG_0000113"
"Bronovo Hospital, The Hague","Bronovo Hospital, The Hague","FG","0000114","https://w3id.org/fair-genomes/resource/FG_0000114"
"Beatrix Ziekenhuis, Gorinchem","Beatrix Ziekenhuis, Gorinchem","FG","0000115","https://w3id.org/fair-genomes/resource/FG_0000115"
"Diaconessenhuis, Leiden","Diaconessenhuis, Leiden","FG","0000116","https://w3id.org/fair-genomes/resource/FG_0000116"
"Groene Hart Ziekenhuis, Gouda","Groene Hart Ziekenhuis, Gouda","FG","0000117","https://w3id.org/fair-genomes/resource/FG_0000117"
"Havenziekenhuis, Rotterdam","Havenziekenhuis, Rotterdam","FG","0000118","https://w3id.org/fair-genomes/resource/FG_0000118"
"IJsselland Ziekenhuis, Capelle aan den IJssel","IJsselland Ziekenhuis, Capelle aan den IJssel","FG","0000119","https://w3id.org/fair-genomes/resource/FG_0000119"
"Medisch Centrum Haaglanden, The Hague","Medisch Centrum Haaglanden, The Hague","FG","0000120","https://w3id.org/fair-genomes/resource/FG_0000120"
"Reinier de Graaf Gasthuis, Delft","Reinier de Graaf Gasthuis, Delft","FG","0000121","https://w3id.org/fair-genomes/resource/FG_0000121"
"Sint Franciscus Gasthuis, Rotterdam","Sint Franciscus Gasthuis, Rotterdam","FG","0000122","https://w3id.org/fair-genomes/resource/FG_0000122"
"Vlietland Ziekenhuis Schiedam","Vlietland Ziekenhuis Schiedam","FG","0000123","https://w3id.org/fair-genomes/resource/FG_0000123"
"NoInformation (NI, nullflavor)","The value is exceptional (missing, omitted, incomplete, improper). No information as to the reason for being an exceptional value is provided. This is the most general exceptional value. It is also the default exceptional value.","HL7","NI","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NI"
"Invalid (INV, nullflavor)","The value as represented in the instance is not a member of the set of permitted data values in the constrained value domain of a variable.","HL7","INV","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#INV"
"Derived (DER, nullflavor)","An actual value may exist, but it must be derived from the provided information (usually an EXPR generic data type extension will be used to convey the derivation expression .","HL7","DER","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#DER"
"Other (OTH, nullflavor)","The actual value is not a member of the set of permitted data values in the constrained value domain of a variable.The actual value is not a member of the set of permitted data values in the constrained value domain of a variable. (e.g., concept not provided by required code system).","HL7","OTH","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#OTH"
"Negative infinity (NINF, nullflavor)","Negative infinity of numbers.","HL7","NINF","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NINF"
"Positive infinity (PINF, nullflavor)","Positive infinity of numbers.","HL7","PINF","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#PINF"
"Un-encoded (UNC, nullflavor)","The actual value has not yet been encoded within the approved value domain.","HL7","UNC","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#UNC"
"Masked (MSK, nullflavor)","There is information on this item available but it has not been provided by the sender due to security, privacy or other reasons. There may be an alternate mechanism for gaining access to this information.","HL7","MSK","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#MSK"
"Not applicable (NA, nullflavor)","Known to have no proper value (e.g., last menstrual period for a male).","HL7","NA","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NA"
"Unknown (UNK, nullflavor)","A proper value is applicable, but not known.","HL7","UNK","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#UNK"
"Asked but unknown (ASKU, nullflavor)","Information was sought but not found (e.g., patient was asked but didn't know)","HL7","ASKU","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#ASKU"
"Temporarily unavailable (NAV, nullflavor)","Information is not available at this time but it is expected that it will be available later.","HL7","NAV","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NAV"
"Not asked (NASK, nullflavor)","This information has not been sought. (e.g., patient was not asked)","HL7","NASK","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NASK"
"Not available (NAVU, nullflavor)","Information is not available at this time (with no expectation regarding whether it will or will not be available in the future).","HL7","NAVU","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NAVU"
"Sufficient quantity (QS, nullflavor)","The specific quantity is not known, but is known to be non-zero and is not specified because it makes up the bulk of the material. e.g. 'Add 10mg of ingredient X, 50mg of ingredient Y, and sufficient quantity of water to 100mL.' The null flavor would be used to express the quantity of water.","HL7","QS","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#QS"
"Trace (TRC, nullflavor)","The content is greater than zero, but too small to be quantified.","HL7","TRC","http://terminology.hl7.org/CodeSystem/v3-NullFlavor#TRC"
