value_en	description_en	codesystem	code	description_code	iri
Unknown History of Non-Cardiac Surgery	Unknown History of Non-Cardiac Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168472
Endolaryngeal Excision	Endolaryngeal Excision	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C160999
Family History of Ovarian Cancer	Family History of Ovarian Cancer	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171218
Pericardial Window Procedure	Pericardial Window Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51618
Modified Radical Hysterectomy	Modified Radical Hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C136238
Sarcoma Surgery	Sarcoma Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157975
Transanal Total Mesorectal Excision	Transanal Total Mesorectal Excision	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C151396
Left Hemihepatectomy	Left Hemihepatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51571
Cataract Surgery	Cataract Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157809
Chemical/Occupational Exposure Present	Chemical/Occupational Exposure Present	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C159577
Elective Cesarean Delivery	Elective Cesarean Delivery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C114141
Left Radical Mastectomy	Left Radical Mastectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51496
Ablative Endocrine Surgery	Ablative Endocrine Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15467
Cecostomy	Cecostomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15200
Macrodissection	Macrodissection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C103265
Esophageal Cancer Surgery	Esophageal Cancer Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157845
Transoral Incisionless Fundoplication	Transoral Incisionless Fundoplication	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C158021
neocolporrhaphy	neocolporrhaphy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001724
Colon Resection	Colon Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157823
Oculoplastic Surgery	Oculoplastic Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157941
Percutaneous Aortic Valve Replacement	Percutaneous Aortic Valve Replacement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C80448
Gross Total Resection	Gross Total Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C131672
Diaphragmatic Stripping	Diaphragmatic Stripping	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C132070
Laparoscopic Nissen Fundoplication	Laparoscopic Nissen Fundoplication	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157900
Laser Tattoo Removal	Laser Tattoo Removal	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157902
Pericardiocentesis	Pericardiocentesis	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C52010
Mastopexy	Mastopexy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C96204
Seed Implantation	Seed Implantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C16219
Pancreatectomy	Pancreatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15294
Tumor Cell-Encapsulating Diffusion Chamber Implantation	Tumor Cell-Encapsulating Diffusion Chamber Implantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C116702
Partial Laryngectomy	Partial Laryngectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94240
Mohs Surgery for Non-Melanoma	Mohs Surgery for Non-Melanoma	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157925
Excisional Biopsy	Excisional Biopsy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15385
simple vulvectomy	simple vulvectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006737
Reproductive History	Reproductive History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C17655
Family History of Cardiomyopathy	Family History of Cardiomyopathy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168016
Unknown Daily Fluid Intake	Unknown Daily Fluid Intake	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168461
Complete Salpingectomy	Complete Salpingectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51941
Mandibulectomy	Mandibulectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51664
surgical procedure by method	surgical procedure by method	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C49165
construction of vagina	construction of vagina	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001707
Additional Surgical Procedure	Additional Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C50831
Pituitary Tumor Surgery	Pituitary Tumor Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157957
Partial Pharyngectomy	Partial Pharyngectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51609
myomectomy	myomectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006724
Osteotomy	Osteotomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51903
Transanal Excision	Transanal Excision	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C62398
Anterior Mediastinotomy	Anterior Mediastinotomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15647
Aortic Valve Surgery	Aortic Valve Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157788
Patellectomy	Patellectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51641
Hybrid Coronary Revascularization	Hybrid Coronary Revascularization	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157877
Deceased Family Member	Deceased Family Member	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C81180
Tissue Flap Breast Reconstruction	Tissue Flap Breast Reconstruction	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C93317
Superficial Incision	Superficial Incision	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C112020
Maximal Debulking	Maximal Debulking	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C128098
testicular surgical procedure	testicular surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001637
surgical castration	surgical castration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001655
Resection of Clavicle	Resection of Clavicle	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51789
Sigmoidectomy	Sigmoidectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C91838
Arthroplasty	Arthroplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51691
excision of ovary	excision of ovary	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001660
osteocutaneous fibula free flap phalloplasty	osteocutaneous fibula free flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001737
Coloanal Anastomosis	Coloanal Anastomosis	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C93275
current non-drinker of alcohol	current non-drinker of alcohol	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	OBIB	0000508
Therapeutic Endoscopic Surgery	Therapeutic Endoscopic Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C65013
Esophagogastrectomy	Esophagogastrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51907
Hypophysectomy	Hypophysectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15255
Bilateral Pelvic Lymph Node Dissection	Bilateral Pelvic Lymph Node Dissection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C166163
Percutaneous Coronary Intervention	Percutaneous Coronary Intervention	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C99521
Excision of Skin or Subcutaneous Tissue	Excision of Skin or Subcutaneous Tissue	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51936
Partial Small Intestine Resection	Partial Small Intestine Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51512
Colorectal Cancer Surgery	Colorectal Cancer Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157824
Open Resection	Open Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94462
insertion of testicular prosthesis	insertion of testicular prosthesis	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001673
Modified Radical Vulvectomy	Modified Radical Vulvectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94454
Ophthalmologic Surgical Procedure	Ophthalmologic Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15331
Partial Omentectomy	Partial Omentectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51788
Family Medical History	Family Medical History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C17726
Facelift	Facelift	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157853
surgical procedure by site or system	surgical procedure by site or system	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C49163
Personal History of Respiratory Tract Cancer	Personal History of Respiratory Tract Cancer	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171219
Submandibular Gland Transfer	Submandibular Gland Transfer	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C172115
Radical Prostatectomy	Radical Prostatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15399
Sequestrectomy	Sequestrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C63750
Family History of Hyperlipidemia	Family History of Hyperlipidemia	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168202
Minimally Invasive Joint Replacement Surgery	Minimally Invasive Joint Replacement Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157923
Arthroplasty of the Knee	Arthroplasty of the Knee	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51563
Tumor Debulking	Tumor Debulking	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15749
Alcohol Use History	Alcohol Use History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C81229
Reconstructive Surgery	Reconstructive Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C25351
Tracheoesophageal Puncture	Tracheoesophageal Puncture	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15915
trunk surgical procedure	trunk surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001606
genital feminization surgery	genital feminization surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001615
Therapeutic Radioimmunoguided Surgery	Therapeutic Radioimmunoguided Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C65015
Total Laryngopharyngectomy	Total Laryngopharyngectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C150661
excision of vas deferens	excision of vas deferens	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006713
Rectosigmoidectomy	Rectosigmoidectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51611
current reformed smoker for more than 15 years history	current reformed smoker for more than 15 years history	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	OBIB	0000514
No History of Gestational Complication	No History of Gestational Complication	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168345
Prophylactic Oophorectomy	Prophylactic Oophorectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94440
Excisional Biopsy of Lymph Node	Excisional Biopsy of Lymph Node	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51662
Ladd Procedure	Ladd Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168307
Proctocolectomy	Proctocolectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51635
peritoneal vaginoplasty	peritoneal vaginoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001716
Extent of Resection	Extent of Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157443
repair of buried penis	repair of buried penis	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001686
hymenoplasty	hymenoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006730
Robotic Bariatric Sleeve Gastrectomy	Robotic Bariatric Sleeve Gastrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C167213
Synchronous Resection	Synchronous Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C155989
thyroid cartilage reduction	thyroid cartilage reduction	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	002857
Roux-en-Y Anastomosis	Roux-en-Y Anastomosis	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51756
Urethrostomy	Urethrostomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15398
Revision of Total Knee Arthroplasty	Revision of Total Knee Arthroplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51567
Ultrasonic Surgical Aspiration	Ultrasonic Surgical Aspiration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C64863
penile preputial regeneration	penile preputial regeneration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	008160
release of chordee	release of chordee	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001661
Transfusion History	Transfusion History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C30142
Stabilize Hip Fracture	Stabilize Hip Fracture	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157989
Reconstructive Plastic Surgery	Reconstructive Plastic Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157969
Skin-Sparing Mastectomy	Skin-Sparing Mastectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C107211
Mastectomy	Mastectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15277
Ambulatory Anorectal Surgery	Ambulatory Anorectal Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157784
Subcutaneous Mastectomy	Subcutaneous Mastectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C89773
lateral arm flap phalloplasty	lateral arm flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001735
Total Hysterectomy	Total Hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15701
pedicled flap phalloplasty	pedicled flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001727
History of Congenital Heart Disease	History of Congenital Heart Disease	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168251
Unknown if Chief Complaint was Witnessed	Unknown if Chief Complaint was Witnessed	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168477
Nephroureterectomy	Nephroureterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51646
excision of vagina	excision of vagina	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	003312
Tear Duct Surgery	Tear Duct Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157999
Cesarean Section	Cesarean Section	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C46088
Exploratory Surgery	Exploratory Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C66747
Decortication	Decortication	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C28139
hair transplant	hair transplant	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	002442
Bilateral Salpingectomy with Oophorectomy	Bilateral Salpingectomy with Oophorectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51765
No History of Congenital Heart Disease	No History of Congenital Heart Disease	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168344
Arterial Access Closure	Arterial Access Closure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C100057
Mitral Valve Repair	Mitral Valve Repair	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C80449
Surgical Procedure by Type	Surgical Procedure by Type	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C161601
Second-Look Surgery	Second-Look Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15317
limb surgical procedure	limb surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	003374
Thoracic Surgical Procedure	Thoracic Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15655
Intraoperative Nerve Monitoring	Intraoperative Nerve Monitoring	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C143030
Angioplasty	Angioplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51999
greater than moderate alcohol consumption history	greater than moderate alcohol consumption history	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	OBIB	0000510
Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Unstable-Over 12 Hours From Symptom Onset	Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Unstable-Over 12 Hours From Symptom Onset	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C100002
Closure of Cardiac Atrial Septum	Closure of Cardiac Atrial Septum	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C99939
Limb Salvage Procedure	Limb Salvage Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C16042
Family History of Hypertension	Family History of Hypertension	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168203
Colostomy	Colostomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15211
feminizing gender confirmation surgery	feminizing gender confirmation surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001610
Conization	Conization	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15402
Known Family History of Rheumatic Fever or Rheumatic Heart Disease	Known Family History of Rheumatic Fever or Rheumatic Heart Disease	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168294
History of Medication	History of Medication	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168253
Endobronchial Stent Placement	Endobronchial Stent Placement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C139570
Prolonged Surgery	Prolonged Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C50823
Vaginectomy	Vaginectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94463
Conventional Surgery	Conventional Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C16079
Family History of Lymphatic and Hematopoietic Neoplasms	Family History of Lymphatic and Hematopoietic Neoplasms	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171246
Staged Percutaneous Coronary Intervention	Staged Percutaneous Coronary Intervention	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C100015
Superficial Parotidectomy	Superficial Parotidectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51910
Lymphovenous Bypass	Lymphovenous Bypass	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C159300
Abdominal Panniculectomy	Abdominal Panniculectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51597
Vertebroplasty	Vertebroplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C62752
Diagnostic Thoracoscopic Surgery	Diagnostic Thoracoscopic Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C64997
Radical Local Excision	Radical Local Excision	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94449
Wedge Excision	Wedge Excision	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51690
Interventional Cardiac Catheterization	Interventional Cardiac Catheterization	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168283
augmentation of buttock	augmentation of buttock	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	003391
Cystectomy	Cystectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15217
Personal History of Nicotine Dependence	Personal History of Nicotine Dependence	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171221
Laparoscopic Biopsy	Laparoscopic Biopsy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C165180
rectal vaginoplasty	rectal vaginoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001718
labial surgical procedure	labial surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001653
Partial Maxillectomy	Partial Maxillectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51657
Cystourethrectomy	Cystourethrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94465
Eye Evisceration and Enucleation	Eye Evisceration and Enucleation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157848
Cold Ischemia Procedure	Cold Ischemia Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C116556
Tumor Resection	Tumor Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C164212
Appendectomy	Appendectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51687
Parotidectomy	Parotidectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51490
Urologic Surgical Procedure	Urologic Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15334
Thoracotomy	Thoracotomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15337
Wedge Resection of Lung	Wedge Resection of Lung	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51625
Pleurectomy	Pleurectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51651
Laparoscopic Prostatectomy	Laparoscopic Prostatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94452
head surgical procedure	head surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	002454
Family History of Other Specified Cancer	Family History of Other Specified Cancer	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171247
abdominal hysterectomy	abdominal hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	009744
Known History of Allergy to Fish	Known History of Allergy to Fish	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168297
Total Knee Replacement	Total Knee Replacement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51565
Shoulder Replacement Surgery	Shoulder Replacement Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157980
Urinary Diversion	Urinary Diversion	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C91841
Therapeutic Surgical Procedure	Therapeutic Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C64982
Personal History of Coronary Artery Disease	Personal History of Coronary Artery Disease	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C66924
Gynecological Surgical Procedure	Gynecological Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15332
Unknown History of Allergy	Unknown History of Allergy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168465
Cordectomy	Cordectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C28353
Coronary Graft Anastomoses	Coronary Graft Anastomoses	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C80476
simple partial vulvectomy	simple partial vulvectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006739
vocal cord surgery	vocal cord surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006718
Amniocentesis	Amniocentesis	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C52009
Laryngopharyngectomy	Laryngopharyngectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C150660
Urethrectomy	Urethrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C159447
Vacuum Aspiration	Vacuum Aspiration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C93274
Heart Failure Prompting Medical Attention Event	Heart Failure Prompting Medical Attention Event	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C67105
Stereotactic Radiosurgery	Stereotactic Radiosurgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15358
Surgical Procedure by Site or System	Surgical Procedure by Site or System	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C49163
Suction Procedure	Suction Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51939
First Degree Family History of Esophageal or Gastric Esophageal Cancer	First Degree Family History of Esophageal or Gastric Esophageal Cancer	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157439
masculinizing gender confirmation surgery	masculinizing gender confirmation surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001611
Right Hemihepatectomy	Right Hemihepatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51569
Total Proctocolectomy	Total Proctocolectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C103239
Excision of Lesion of Skin	Excision of Lesion of Skin	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51892
Personal History of Prostate Cancer	Personal History of Prostate Cancer	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171231
Mediastinal Mass Surgery	Mediastinal Mass Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157919
Prostatectomy	Prostatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15307
Family History of BRCA Mutation	Family History of BRCA Mutation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C172230
History of Other Non-Cardiac Surgery	History of Other Non-Cardiac Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168255
Exoresection	Exoresection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C118358
Total Abdominal Hysterectomy	Total Abdominal Hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51695
Unknown History of Illicit Drug Use	Unknown History of Illicit Drug Use	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168468
Curettage Procedure	Curettage Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15216
